"LoincNumber","priority","LongCommonName","PartNumber","PartName","PartCodeSystem","PartTypeName","LinkTypeName","Property","loinc.part.name","obo.uri","obo.label","rank","justification"
"60456-1",4,"CD3+CD8+CD57+ cells/100 cells in Blood","LP14624-8","CD3","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD3","http://purl.obolibrary.org/obo/PR_000001018","",NA,"BioPortal mapping"
"60456-1",4,"CD3+CD8+CD57+ cells/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"60536-0",4,"HLA-DQ beta [Type]","LP29288-5","HLA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HLA","http://purl.obolibrary.org/obo/OGG_3005330660","",NA,"BioPortal mapping"
"60554-3",4,"CD59 deficient monocytes/100 cells in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"60554-3",4,"CD59 deficient monocytes/100 cells in Blood","LP285248-3","CD59","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD59","http://purl.obolibrary.org/obo/OGG_3000000966","",NA,"BioPortal mapping"
"60554-3",4,"CD59 deficient monocytes/100 cells in Blood","LP14313-8","Monocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","monocyte","http://purl.obolibrary.org/obo/CL_0000576","monocyte",0,"ols text search exact matches"
"6070-7",4,"Chicken feather IgE Ab [Units/volume] in Serum","LP14220-5","Chicken","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Chicken","http://purl.obolibrary.org/obo/FOODON_03411457","",NA,"BioPortal mapping"
"6098-8",4,"Dog dander IgE Ab [Units/volume] in Serum","LP28645-7","Dog","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Dog","http://purl.obolibrary.org/obo/FOODON_03414847","",NA,"BioPortal mapping"
"6099-6",4,"Dog epithelium IgE Ab [Units/volume] in Serum","LP28645-7","Dog","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Dog","http://purl.obolibrary.org/obo/FOODON_03414847","",NA,"BioPortal mapping"
"61199-6",4,"HIV 1 integrase gene mutations detected [Identifier]","LP17126-1","HIV","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV","http://purl.obolibrary.org/obo/NCBITaxon_12721","Human immunodeficiency virus",NA,"LOINC provided mappings"
"61199-6",4,"HIV 1 integrase gene mutations detected [Identifier]","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"61199-6",4,"HIV 1 integrase gene mutations detected [Identifier]","LP14307-0","HIV 1","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","HIV 1","http://purl.obolibrary.org/obo/NCBITaxon_11676","Human immunodeficiency virus 1",NA,"LOINC provided mappings"
"6129-1",4,"Goose feather IgE Ab [Units/volume] in Serum","LP31645-2","Goose","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Goose","http://purl.obolibrary.org/obo/FOODON_03411253","",NA,"BioPortal mapping"
"61372-9",4,"Human papilloma virus 16 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"61372-9",4,"Human papilloma virus 16 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"61373-7",4,"Human papilloma virus 18 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"61373-7",4,"Human papilloma virus 18 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"6143-2",4,"Horse dander IgE Ab [Units/volume] in Serum","LP28444-5","Horse","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Horse","http://purl.obolibrary.org/obo/FOODON_03411229","",NA,"BioPortal mapping"
"61430-5",4,"Aquaporin 4 water channel Ab [Units/volume] in Serum or Plasma by Immunoassay","LP99666-7","Water","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Water","http://purl.obolibrary.org/obo/CHEBI_15377","water",NA,"LOINC provided mappings"
"6179-6",4,"Mouse epithelium IgE Ab [Units/volume] in Serum","LP14470-6","Mouse","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mouse","http://purl.obolibrary.org/obo/NCIT_C14238","",NA,"BioPortal mapping"
"6217-4",4,"Pigeon droppings IgE Ab [Units/volume] in Serum","LP31646-0","Pigeon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Pigeon","http://purl.bioontology.org/ontology/NCBITAXON/8931","",NA,"BioPortal mapping"
"62255-5",4,"Lipoprotein insulin resistance score in Serum or Plasma","LP14676-8","Insulin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Insulin","http://purl.obolibrary.org/obo/CHEBI_145810","",NA,"BioPortal mapping"
"62255-5",4,"Lipoprotein insulin resistance score in Serum or Plasma","LP15711-2","Lipoprotein","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Lipoprotein","http://purl.obolibrary.org/obo/CHEBI_6495","lipoprotein",NA,"LOINC provided mappings"
"62292-8",4,"25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma","LP15455-6","Calcidiol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Calcidiol","http://purl.obolibrary.org/obo/CHEBI_17933","calcidiol",NA,"LOINC provided mappings"
"62292-8",4,"25-Hydroxyvitamin D3+25-Hydroxyvitamin D2 [Mass/volume] in Serum or Plasma","LP40352-4","Ercalcidiol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Ercalcidiol","http://purl.obolibrary.org/obo/CHEBI_86319","25-hydroxyvitamin D2",NA,"LOINC provided mappings"
"62455-1",4,"Coccidioides sp F Ab [Presence] in Serum by Immune diffusion (ID)","LP21116-6","Coccidioides sp","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Coccidioides sp","http://purl.obolibrary.org/obo/NCBITaxon_2204098","Coccidioides sp.",NA,"LOINC provided mappings"
"62457-7",4,"Coccidioides sp TP Ab [Presence] in Serum by Immune diffusion (ID)","LP21116-6","Coccidioides sp","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Coccidioides sp","http://purl.obolibrary.org/obo/NCBITaxon_2204098","Coccidioides sp.",NA,"LOINC provided mappings"
"62462-7",4,"Influenza virus A+B RNA [Presence] in Unspecified specimen by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"62462-7",4,"Influenza virus A+B RNA [Presence] in Unspecified specimen by NAA with probe detection","LP17147-7","Influenza virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Influenza virus","http://purl.obolibrary.org/obo/NCBITaxon_11309","unidentified influenza virus",NA,"LOINC provided mappings"
"62462-7",4,"Influenza virus A+B RNA [Presence] in Unspecified specimen by NAA with probe detection","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"62462-7",4,"Influenza virus A+B RNA [Presence] in Unspecified specimen by NAA with probe detection","LP14239-5","Influenza virus A","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Influenza virus A","http://purl.obolibrary.org/obo/NCBITaxon_11320","Influenza A virus",NA,"LOINC provided mappings"
"62947-7",4,"MPL gene p.Trp515Leu+Trp515Lys+Ser505Asn [Presence] in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"6299-2",4,"Urea nitrogen [Mass/volume] in Blood","LP15746-8","Nitrogen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Nitrogen","http://purl.obolibrary.org/obo/CHEBI_25555","nitrogen atom",NA,"LOINC provided mappings"
"6299-2",4,"Urea nitrogen [Mass/volume] in Blood","LP14288-2","Urea","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Urea","http://purl.obolibrary.org/obo/CHEBI_16199","urea",NA,"LOINC provided mappings"
"6306-5",4,"Adenovirus 40+41 Ag [Presence] in Stool by Immunoassay","LP14061-3","Adenovirus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Adenovirus","http://purl.obolibrary.org/obo/NCBITaxon_10535","unidentified adenovirus",NA,"LOINC provided mappings"
"63249-7",4,"Ganglioside GM2 IgG+IgM Ab [Presence] in Serum by Immunoassay","LP66701-1","Ganglioside","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Ganglioside","http://purl.obolibrary.org/obo/CHEBI_28892","",NA,"BioPortal mapping"
"63329-7",4,"RNA polymerase III Ab [Units/volume] in Serum by Immunoassay","LP19275-4","RNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","RNA","http://purl.obolibrary.org/obo/CHEBI_33697","",NA,"BioPortal mapping"
"63453-5",4,"Gliadin peptide IgA Ab [Units/volume] in Serum by Immunoassay","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"64084-7",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood","LP14738-6","Cells","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","cell","http://purl.obolibrary.org/obo/CL_0000000","cell",0,"ols text search exact matches"
"64084-7",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood","LP16659-2","Mycobacterium tuberculosis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mycobacterium tuberculosis","http://purl.obolibrary.org/obo/NCBITaxon_1773","Mycobacterium tuberculosis",NA,"LOINC provided mappings"
"64084-7",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood","LP68352-1","CD4","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","CD4","http://purl.obolibrary.org/obo/PR_000001004","",NA,"BioPortal mapping"
"64084-7",4,"Mycobacterium tuberculosis stimulated gamma interferon release by CD4+ T-cells [Units/volume] corrected for background in Blood","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"65633-0",4,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"65633-0",4,"Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Confirmatory method","LP14306-2","Hepatitis B virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis B virus","http://purl.obolibrary.org/obo/NCBITaxon_10407","Hepatitis B virus",NA,"LOINC provided mappings"
"66488-8",4,"Serotonin release.heparin.unfractionated in Serum Narrative","LP14693-3","Serotonin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Serotonin","http://purl.obolibrary.org/obo/CHEBI_28790","serotonin",NA,"LOINC provided mappings"
"66488-8",4,"Serotonin release.heparin.unfractionated in Serum Narrative","LP15998-5","Heparin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Heparin","http://purl.obolibrary.org/obo/CHEBI_28304","heparin",NA,"LOINC provided mappings"
"66502-6",4,"HBA1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"6733-0",4,"Pigeon serum Ab [Presence] in Serum by Immune diffusion (ID)","LP31646-0","Pigeon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Pigeon","http://purl.bioontology.org/ontology/NCBITAXON/8931","",NA,"BioPortal mapping"
"6742-1",4,"Erythrocyte morphology finding [Identifier] in Blood","LP16699-8","Erythrocyte","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Erythrocyte","http://purl.obolibrary.org/obo/CL_0000232","",NA,"BioPortal mapping"
"6808-0",4,"Aspergillus fumigatus 1 Ab [Presence] in Serum by Immune diffusion (ID)","LP13947-4","Aspergillus fumigatus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Aspergillus fumigatus","http://purl.obolibrary.org/obo/NCBITaxon_746128","Aspergillus fumigatus",NA,"LOINC provided mappings"
"6809-8",4,"Aspergillus fumigatus 6 Ab [Presence] in Serum by Immune diffusion (ID)","LP13947-4","Aspergillus fumigatus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Aspergillus fumigatus","http://purl.obolibrary.org/obo/NCBITaxon_746128","Aspergillus fumigatus",NA,"LOINC provided mappings"
"6833-8",4,"Cat dander IgE Ab [Units/volume] in Serum","LP19344-8","Cat","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cat","http://purl.obolibrary.org/obo/NCIT_C14191","",NA,"BioPortal mapping"
"6845-2",4,"Latex glove extract ammoniated IgE Ab [Units/volume] in Serum","LP17009-9","Latex","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Latex","http://purl.obolibrary.org/obo/FOODON_03500054","",NA,"BioPortal mapping"
"68546-1",4,"Mycoplasma hominis DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"6864-3",4,"Hemoglobin S [Presence] in Blood by Solubility test","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"6886-6",4,"IgA subclass 1 [Mass/volume] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6891-6",4,"Testosterone.free+weakly bound/Testosterone.total in Serum or Plasma","LP14045-6","Testosterone","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Testosterone","http://purl.obolibrary.org/obo/CHEBI_17347","testosterone",NA,"LOINC provided mappings"
"6891-6",4,"Testosterone.free+weakly bound/Testosterone.total in Serum or Plasma","LP18811-7","Testosterone.free","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Testosterone.free","http://purl.obolibrary.org/obo/CHEBI_17347","testosterone",NA,"LOINC provided mappings"
"6912-0",4,"Chlamydophila pneumoniae IgA Ab [Titer] in Serum by Immunofluorescence","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6915-3",4,"Chlamydophila psittaci IgA Ab [Titer] in Serum by Immunofluorescence","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6918-7",4,"Chlamydia trachomatis IgA Ab [Titer] in Serum by Immunofluorescence","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6924-5",4,"Gliadin IgA Ab [Units/volume] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6939-3",4,"IgA subclass 2 [Mass/volume] in Serum","LP14669-3","IgA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","IgA","http://purl.obolibrary.org/obo/CHEBI_5883","Immunoglobulin A",NA,"LOINC provided mappings"
"6957-5",4,"Western equine encephalitis virus IgG Ab [Titer] in Serum by Immunofluorescence","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"69933-0",4,"Ureaplasma parvum DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"69935-5",4,"Mycoplasma genitalium DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"70061-7",4,"Human papilloma virus 16 and 18 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"70061-7",4,"Human papilloma virus 16 and 18 DNA [Presence] in Unspecified specimen by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"70204-3",4,"Cholesterol non HDL [Moles/volume] in Serum or Plasma","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"709-6",4,"Blasts/100 leukocytes in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"7090-4",4,"Apple Tree IgE Ab [Units/volume] in Serum","LP16913-3","Malus sylvestris","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Malus sylvestris","http://purl.bioontology.org/ontology/NCBITAXON/3752","",NA,"BioPortal mapping"
"71429-5",4,"Campylobacter sp DNA.diarrheagenic [Presence] in Stool by NAA with probe detection","LP18329-0","DNA","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","DNA","http://purl.obolibrary.org/obo/GO_0006310","",NA,"BioPortal mapping"
"71695-1",4,"Immature granulocytes/100 leukocytes in Blood by Automated count","LP18643-4","Granulocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","granulocyte","http://purl.obolibrary.org/obo/CL_0000094","granulocyte",0,"ols text search exact matches"
"71695-1",4,"Immature granulocytes/100 leukocytes in Blood by Automated count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"71772-8",4,"Mitogen stimulated gamma interferon [Units/volume] in Blood","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"71773-6",4,"Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative","LP16659-2","Mycobacterium tuberculosis","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Mycobacterium tuberculosis","http://purl.obolibrary.org/obo/NCBITaxon_1773","Mycobacterium tuberculosis",NA,"LOINC provided mappings"
"71773-6",4,"Mycobacterium tuberculosis stimulated gamma interferon [Interpretation] in Blood Qualitative","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"71774-4",4,"Mitogen stimulated gamma interferon [Units/volume] corrected for background in Blood","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"71776-9",4,"Gamma interferon background [Units/volume] in Blood by Immunoassay","LP16468-8","Interferon","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interferon","http://purl.obolibrary.org/obo/CHEBI_52999","",NA,"BioPortal mapping"
"71843-7",4,"Oxygen saturation [Pure mass fraction] Calculated from oxygen partial pressure in Arterial blood","LP14536-4","Oxygen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxygen","http://purl.obolibrary.org/obo/CHEBI_25805","oxygen atom",NA,"LOINC provided mappings"
"71850-2",4,"Deprecated Oxygen saturation [Pure mass fraction] in Capillary blood by Oximetry","LP14536-4","Oxygen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxygen","http://purl.obolibrary.org/obo/CHEBI_25805","oxygen atom",NA,"LOINC provided mappings"
"71853-6",4,"Oxygen saturation [Pure mass fraction] in Blood","LP14536-4","Oxygen","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Oxygen","http://purl.obolibrary.org/obo/CHEBI_25805","oxygen atom",NA,"LOINC provided mappings"
"721-1",4,"Free Hemoglobin [Mass/volume] in Plasma","LP14449-0","Hemoglobin","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hemoglobin","http://purl.obolibrary.org/obo/CHEBI_35143","",NA,"BioPortal mapping"
"7258-7",4,"Cow milk IgE Ab [Units/volume] in Serum","LP29290-1","Milk","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Milk","http://purl.obolibrary.org/obo/UBERON_0001913","",NA,"BioPortal mapping"
"72833-7",4,"Cytomegalovirus UL97 gene mutations detected [Identifier]","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"72833-7",4,"Cytomegalovirus UL97 gene mutations detected [Identifier]","LP14255-1","Cytomegalovirus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cytomegalovirus","http://purl.obolibrary.org/obo/NCBITaxon_10358","Cytomegalovirus",NA,"LOINC provided mappings"
"730-2",4,"Leukocytes other/100 leukocytes in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"734-4",4,"Variant lymphocytes [#/volume] in Blood by Manual count","LP14540-6","Lymphocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","lymphocyte","http://purl.obolibrary.org/obo/CL_0000542","lymphocyte",0,"ols text search exact matches"
"735-1",4,"Variant lymphocytes/100 leukocytes in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"735-1",4,"Variant lymphocytes/100 leukocytes in Blood by Manual count","LP14540-6","Lymphocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","lymphocyte","http://purl.obolibrary.org/obo/CL_0000542","lymphocyte",0,"ols text search exact matches"
"73655-3",4,"Hepatitis C virus NS5 gene mutations detected [Identifier] by Genotype method","LP14400-3","Hepatitis C virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Hepatitis C virus","http://purl.obolibrary.org/obo/NCBITaxon_11103","Hepacivirus C",NA,"LOINC provided mappings"
"73655-3",4,"Hepatitis C virus NS5 gene mutations detected [Identifier] by Genotype method","LP199195-1","Gene","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Gene","http://purl.obolibrary.org/obo/SO_0000704","",NA,"BioPortal mapping"
"73655-3",4,"Hepatitis C virus NS5 gene mutations detected [Identifier] by Genotype method","LP14855-8","Virus","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Virus","http://purl.obolibrary.org/obo/NCBITaxon_10239","Viruses",NA,"LOINC provided mappings"
"73958-1",4,"Cholesterol esterase [Enzymatic activity/volume] in DBS","LP15493-7","Cholesterol","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Cholesterol","http://purl.obolibrary.org/obo/CHEBI_16113","cholesterol",NA,"LOINC provided mappings"
"73971-4",4,"Methylenedioxymethamphetamine(MDMA)+Methylenedioxyethylamphetamine (MDEA)+Methylenedioxyamphetamine(MDA) [Interpretation] in Urine Qualitative","LP21172-9","Methylenedioxyethylamphetamine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Methylenedioxyethylamphetamine","http://purl.obolibrary.org/obo/CHEBI_132237","rac-3,4-methylenedioxy-N-ethylamphetamine",NA,"LOINC provided mappings"
"73971-4",4,"Methylenedioxymethamphetamine(MDMA)+Methylenedioxyethylamphetamine (MDEA)+Methylenedioxyamphetamine(MDA) [Interpretation] in Urine Qualitative","LP18612-9","Methylenedioxymethamphetamine","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Methylenedioxymethamphetamine","http://purl.obolibrary.org/obo/CHEBI_1391","3,4-methylenedioxymethamphetamine",NA,"LOINC provided mappings"
"76039-7",4,"Interleukin 2 Receptor Soluble [Mass/volume] in Serum or Plasma","LP16470-4","Interleukin 2","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","Interleukin 2","http://purl.obolibrary.org/obo/CHEBI_5940","Interleukin-2",NA,"LOINC provided mappings"
"763-3",4,"Band form neutrophils [#/volume] in Blood by Manual count","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"764-1",4,"Band form neutrophils/100 leukocytes in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
"764-1",4,"Band form neutrophils/100 leukocytes in Blood by Manual count","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"765-8",4,"Neutrophils.hypersegmented [Presence] in Blood by Light microscopy","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"768-2",4,"Segmented neutrophils [#/volume] in Blood by Manual count","LP14267-6","Neutrophils","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","neutrophil","http://purl.obolibrary.org/obo/CL_0000775","neutrophil",0,"ols text search exact matches"
"769-0",4,"Segmented neutrophils/100 leukocytes in Blood by Manual count","LP14419-3","Leukocytes","http://loinc.org","COMPONENT","Search","http://loinc.org/property/search","leukocyte","http://purl.obolibrary.org/obo/CL_0000738","leukocyte",0,"ols text search exact matches"
