"FK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","""COUNT(1)"""
8496004,"C PROTEIN S TOTAL, ANTIGEN","C PROTEIN S TOTAL, ANTIGEN","27822-6",4
8764014,TRYPSIN,Q TRYPSIN,,4
8772004,BAL Cell Count,BAL Cell Count,"26473-9",4
8788041,ISONIAZID,Q ISONIAZID,"287-3",4
8815105,RIFAMPIN,Q RIFAMPIN,"428-3",4
9197020,PREGABALIN,PREGABALIN,"47414-8",4
4530023,C DRVV RATIO,C DRVV RATIO,"15359-3",4
8182052,COAG FACTOR XI ACTIVITY,Q COAG FACTOR XI ACTIVITY,,4
10133011,C-Peptide 210 Min,C-Peptide 210 Min,"13037-7",4
5109012,AG REVIEW,C AG REVIEW,"59465-5",4
5110011,AG INTERP,C AG INTERP,"59462-2",4
4858890,Phenylalanine P,Phenylalanine Plasma,"14875-9",4
6132007,MYOTONIA EVALUATION,C MYOTONIA EVALUATION,,4
8025007,"11B$ HYDROXYETIOCHOLANOLONE",Q 11B$HYDROXYETIOCHOLANOLONE,,4
8026042,"ALUMINUM, 24 HR URINE","Q ALUMINUM, 24 HR URINE",,4
164814,ANTIBODY SCREEN,ANTIBODY SCREEN INTE,,4
165804,INR,ZZ INR (INTERNATIONAL NORMALIZED RATIO),"6301-6",4
167288,ALPRAZOLAM LVL,C ALPRAZOLAM LVL,"3312-6",4
1410090,"Q NEURONAL NUC AB (RI), IFA","Q NEURONAL NUC AB (RI), IFA",,4
3376035,FOOD SPECIFIC IGG GREEN PEPPER,Q FOOD SPECIFIC IGG GREEN PEPPER,,4
8764053,ETHIONAMIDE,Q ETHIONAMIDE,"16099-4",4
166992,DLCO % PRED,DLCO %PRED,,4
6108010,BRUCELLA IGM,C BRUCELLA IGM,"5070-8",4
8735182,COAG FACTOR IX ACTIVITY,Q COAG FACTOR IX ACTIVITY,"3187-2",4
10132010,INS 180,INS 180,"27827-5",4
171392,DIGOXIN,DIGOXIN,,4
3382060,SOYBEAN,Q SOYBEAN,,4
4527011,C MORPHOLOGY SA,C MORPHOLOGY SA,,4
10969008,HLA BW,HLA BW:,,4
11273005,"PWM, SI","PWM, SI",,4
11739003,"INSULIN, 2 HOUR","INSULIN, 2 HOUR (Q)",,4
11843192,"ALPHA AMINOADIPIC ACID, URINE","ALPHA AMINOADIPIC ACID,URINE (CCH)","28598-1",4
11843195,"BETA AMINO ISOBUTTYRIC ACID, URINE","BETA AMINO ISOBUTTYRIC ACID,URINE (CCH)","28602-1",4
11911024,EPINEPHRINE,EPINEPHRINE (Q),,4
11912157,(ALWAYS MESSAGE),(ALWAYS MESSAGE) (Q),,4
11912232,COCKROACH (I6) IGE,COCKROACH (I6) IGE (Q),,4
11913104,CYSTATHIONINE,CYSTATHIONINE (Q),,4
11914037,"CULTURE, BLOOD","CULTURE, BLOOD (Q)",,4
11915219,CLASS,CLASS (Q),,4
11916124,INHIBIN A MOM,INHIBIN A MOM (Q),,4
11917919,CELLS KARYOTYPED,CELLS KARYOTYPED (LC),,4
11918112,ALKALINE PHOSPHATASE BONE,"ALKALINE PHOSPHATASE, BONE SPECIFIC (Q)",,4
11920491,"PROGESTERONE, SERUM","PROGESTERONE, SERUM (LC)",,4
11921138,"BK VIRUS DNA, QN REAL TIME PCR, URINE",BK QUANTITATION PCR (URINE) (LC),,4
11922140,C. ALBICANS IGM,C.ALBICANS IGM (Q),,4
11923160,CORTISOL BASELINE,CORTISOL BASELINE (LC),,4
11924747,PINWORM PREP - ENTEROBIUS,PINWORM PREP - ENTEROBIUS (LC),,4
11924798,TUBE ID #2,TUBE ID #2 (LC),,4
11925042,"EOSINOPHIL, URINE","EOSINOPHIL, URINE (LC)",,4
11843213,"PROLINE, URINE","PROLINE,URINE (CCH)","30067-3",4
11810013,CREATININE URINE,CREATININE (LC),"2161-8",4
160165,FERRITIN,FERRITIN,,4
8788006,"HB S AB, EIA","Q HB S AB, EIA",,4
9657013,"REPAGLINIDE, URINE","REPAGLINIDE, URINE",,4
11841417,"TESTOSTERONE LC-MS, BIOAVAILABLE","TESTOSTERONE LC-MS,BIOAVAILABLE (CCH)","2990-0",4
11843320,HEMOGLOBIN A1C,HEMOGLOBIN A1C (CCH),,4
11917111,(ALWAYS MESSAGE),(ALWAYS MESSAGE) (Q),,4
11917924,CELLS ANALYZED,CELLS ANALYZED (LC),,4
11918922,SPEC ORIGN,SPECIMEN TYPE (LC),,4
11919167,HCV ANTIBODY VERIFICATION,HCV ANTIBODY VERIFICATION (LC),,4
11923023,DELTA ALA,DELTA ALA (LC),,4
11923811,F054-IGE SWEET POTATO,F054-IGE SWEET POTATO (LC),,4
11924927,CYTOGENETIC DIAGNOSIS,CYTOGENETIC DIAGNOSIS (LC),,4
11929108,ISONIAZID,ISONIAZID (LC),,4
13311029,"CLONAZEPAM, S/P, QUANT","CLONAZEPAM, S/P, QUANT","3494-2",4
13315023,"OXAZEPAM, S/P, QUANT","OXAZEPAM, S/P, QUANT","59730-2",4
13315024,"ALPHA-HYDROXYALPRAZOLAM, S/P, QUANT","ALPHA-HYDROXYALPRAZOLAM, S/P, QUANT","27921-6",4
11919505,FACTOR VII ANTIGEN,FACTOR VII ANTIGEN** (LC),,4
12366048,INTERPRETATION,INTERPRETATION (Q),"50398-7",4
11916266,"CORTISONE, SERUM","CORTISONE, SERUM (Q)",,4
11845319,"HETEROPHILE AB BY LA, QUAL.","HETEROPHILE AB BY LA, QUAL. (CCH)","5213-4",4
8738181,COAG FACTOR X ACTIVITY,Q COAG FACTOR X ACTIVITY,"3218-5",4
16485004,Certolizumab Level,Certolizumab Level,,4
13311028,"TEMAZEPAM, S/P, QUANT","TEMAZEPAM, S/P, QUANT","10343-2",4
13312020,"DIAZEPAM, S/P, QUANT","DIAZEPAM, S/P, QUANT","3548-5",4
11925831,G012-IGE RYE GRASS,G012-IGE RYE GRASS (LC),,4
11844419,"TOTAL VOLUME (ALDOSTERONE, URINE)","TOTAL VOLUME (ALDOSTERONE, URINE) (CCH)","19153-6",4
11841267,COLLECTION LENGTH (ALDOSTERONE URINE),COLLECTION LENGTH (ALDOSTERONE URINE) (CCH),"30211-7",4
11922090,(ALWAYS MESSAGE),(ALWAYS MESSAGE) (Q),,4
171097,HIGH DENSITY LIPOPRO,HIGH DENSITY LIPOPRO,,4
11919944,HYDROCODONE,HYDROCODONE (LC),,4
11920066,PENTACARBOXYL (5-CP),PENTACARBOXYL (5-CP) (LC),,4
11925068,HEPTACARBOXYL (7-CP),HEPTACARBOXYL (7-CP) (LC),,4
11923070,COPROPORPHYRIN (CP) I,COPROPORPHYRIN (CP) I (LC),,4
11919517,"PROINSULIN ICMA, ENDO SCI","PROINSULIN ICMA, ENDO SCI (LC)",,4
16749004,BMIYB,BMIYB,,4
5023021,Recombx MaTa,Recombx MaTa Antibody,,4
11919550,ACTIVATED PROTEIN C,ACT. PRT C RESIST W/FV DEFIC. (LC),,4
16997004,Total Risperidone,Total Risperidone,"9394-8",4
18033021,"3RD DIGIT PVR RBP","3RD DIGIT PVR RBP",,4
18034026,"3RD DIGIT PVR LBP","3RD DIGIT PVR LBP",,4
11841036,CALCIUM PHOSPHATE CRYSTALS,CALCIUM PHOSPHATE CRYSTALS (CCH),"33235-3",4
8713006,AMPHETAMINE,Q AMPHETAMINE,"3349-8",4
18038291,SELDES,STRESS ECHO LOW DOSE E SEPTAL,,4
159521,DATE AMIODARONE GIVE,C DATE AMIODARONE GIVE,,4
163704,PHENY,PHENY,,4
170618,ETHGLY-I,ETHGLY-I,,4
171261,"PROLACTIN, SERUM","PROLACTIN, SERUM",,4
228034,% Free PSA,% Free PSA,,4
228069,Delta A 450 (D450),Delta A 450 (D450),,4
230707,.Orbits Complete 4+ Views,Orbits Complete 4+ Views,,4
230783,US Pregnancy Complete PMC,US Pregnancy Complete PMC,,4
231588,.-IRPTAVT,UNKNOWN item template,,4
233297,.PTA Fem-Pop Art,PTA Fem-Pop Art,,4
234732,"24 Hr Urine Iron",LEAN 24 Hr Urine Iron,,4
237333,Sex Hormone Binding Globulin,MCODES_Sex Hormone Binding Globulin,,4
237540,.Sinuses Complete 3+ Views,Sinuses Complete 3+ Views,,4
166580,QUEST NOTES,QUEST NOTES,,4
227365,...4011046,UNKNOWN item template,,4
166816,"HIV-1/HIV-2 ABS., ELISA","HIV-1/HIV-2 ABS., ELISA",,4
230668,Progesterone,MCODES_Progesterone,,4
232807,Nortriptylene  Level,Nortriptylene PAH,,4
171813,CLASS II SINGLE AG,CLASS II SINGLE AG,,4
227723,.90448781,UNKNOWN item template,,4
234397,Chest 2 Views w/Fluoro HUP,Chest 2 Views w/Fluoro HUP,,4
160632,SPECIAL STAIN,C SPECIAL STAIN,,4
160633,TIME FREE CORT,TIME FREE CORT,,4
228905,CD:4492805,UNKNOWN item template,,4
232737,.CT Colonography (Diagnostic) w/o Inj HU,CT Colonography (Diagnostic) w/o Inj HUP,,4
4856487,(gDNA).RARA (% Cells),(gDNA).RARA (% Cells),,4
171741,Q HSV TYPE 1,ZZ HSV TYPE 1,"5846-1",4
176042,NAPA LVL,C NAPA LVL,,4
163827,ANTI-B TR,ANTI-B TR,,4
1410047,PLEASE NOTE,Q PLEASE NOTE:,,4
1413110,RESPIRATORY SOURCE,Q RESPIRATORY SOURCE,,4
1414126,"Q CYCLOSPORINE A, 2-HOUR, PEAK, BLOOD","Q CYCLOSPORINE A, 2-HOUR, PEAK, BLOOD",,4
2541002,H PROCEDURE,Q H PROCEDURE,,4
2916002,ACTINOMYCES CULTURE,Q ACTINOMYCES CULTU*,,4
1407009,URIC ACID URINE,"Q URIC ACID, RANDOM URINE","3086-6",4
1414115,"Q BCR/ABL GENE REARRANGEMENT, QN PCR","Q BCR/ABL GENE REARRANGEMENT, QN PCR",,4
3772002,"CADMIUM, BLOOD","Q CADMIUM, BLOOD",,4
4267020,HUMAN PLACENTAL LACTOGEN,C HUMAN PLACENTAL LACTOGEN,,4
4527004,C ADP 2.5 UM,C ADP 2.5 UM,,4
4531043,C CYSTICERCOSIS AB IGG,C CYSTICERCOSIS AB IGG,"25389-8",4
4534001,C ADP 1 UM,C ADP 1 UM,,4
4857411,Encainide,Encainide,,4
5104024,MAT. SCR. INTERP,C MAT.SCR. INTERP,"49586-1",4
4857664,LAP Interp,LAP Interp,"59466-3",4
160217,ALBUMIN,ZZ ALBUMIN,"1751-7",4
680007,REDUCING SUBSTANCES,Q REDUCING SUBSTANC*,,4
4861309,CortF,Cortisol - Pre Metyrapone,,4
2538002,H DIAGNOSIS,Q H DIAGNOSIS,,4
3381030,"BEE, HONEY, IGG","Q BEE, HONEY, IGG",,4
3600003,"FACTOR X ACTIVITY, CHROMOGENIC","Q FACTOR X ACTIVITY, CHROMOGENIC",,4
4785005,ALLERGEN SHRIMP IGG,Q ALLERGEN SHRIMP I*,,4
4858363,Diltiazem Blood,Diltiazem Blood,"6898-1",4
5107011,PDGFR EXON 18 MA,C PDGFR EXON 18 MA,"31208-2",4
5110017,CYP2C19 ALLELE 2,C CYP2C19 ALLELE 2,"57132-3",4
176100,ANTRAL FOLLICAL COUNT,ANTRAL FOLLICAL COUNT,,4
5079001,zzFec. Occult Bld,zzFecal Occult Blood,,4
8345003,OSMOLALITY URINE,"Q OSMOLALITY, URINE",,4
4371002,AQUAPORIN-4-RECEPT,C AQUAPORIN-4-RECEPT,,4
4513015,"SUBSTANCE P, EIA","C SUBSTANCE P, EIA","2971-0",4
4868131,S-Phase Interp,S-Phase Interp DNA Content,"41294-0",4
4968003,ASP. NIGER,C ASP. NIGER,,4
8180044,ABL 35 NT INSERTION,Q ABL 35 NT INSERTION,,4
8735198,CREATININE URINE,Q CREATININE,"2161-8",4
8840063,Q TOLAZAMIDE,Q TOLAZAMIDE,"9629-7",4
9118004,"HISTOPLASMA ANTIGEN EIA, URINE","HISTOPLASMA ANTIGEN EIA, URINE",,4
9300003,XomeDxPlus,XomeDxPlus,,4
10133008,INS 210,INS 210,"27827-5",4
10350004,"2 HOUR GLUCOSE TOLERANCE","GLUCOSE, 120 MIN","2345-7",4
8815090,PROTHROMBIN IGG,Q PROTHROMBIN ANTIBODY IGG,"40595-1",4
8841011,MEDMATCH HYDROCODONE,Q MEDMATCH HYDROCODONE,,4
11215009,Ethotoin Type of Draw,Ethotoin Type of Draw,,4
11430006,PTT WB,PTT WB,,4
11841194,"ANSERINE, URINE","ANSERINE,URINE (CCH)","28596-5",4
11911033,COPPER,COPPER (Q),,4
11911072,COLLECTION SAMPLE,COLLECTION SAMPLE (Q),,4
11912015,CLASS,CLASS (Q),,4
11912025,DOPAMINE,DOPAMINE (Q),,4
11912041,RED BLOOD CELLS,RED BLOOD CELL COUNT (Q),,4
11912246,PEANUT (F13) IGE,PEANUT (F13) IGE (Q),,4
11913171,COMMON RAGWEED (SHORT) (W1) IGE,COMMON RAGWEED (SHORT) (W1) IGE (Q),,4
11913852,FLOW DIFFERENTIAL (%),FLOW DIFFERENTIAL (%) (Q),,4
11914040,CRYSTALS,CRYSTALS (Q),,4
11914228,DERMATOPHAGOIDES FARINAE (D2) IGE,DERMATOPHAGOIDES FARINAE (D2) IGE (Q),,4
11914596,ALLERGEN SPECIFIC IGE CEPHALOSPORIN,ALLERGEN SPECIFIC IGE CEPHALOSPORIN (Q),,4
11915003,ACETYLCHOLINE RECEPTOR BINDING ANTIBODY,ACETYLCHOLINE RECEPTOR BINDING ANTIBODY (Q),,4
11915181,COTTONWOOD (T14) IGE,COTTONWOOD (T14) IGE (Q),,4
11915193,CAT DANDER (E1) IGE,CAT DANDER (E1) IGE (Q),,4
11916122,AGE RISK DOWN SYNDROME,AGE RISK DOWN SYNDROME (Q),,4
11916793,TUBE ID #1,TUBE ID #1 (LC),,4
11916814,TSH #2,TSH #2 (LC),,4
11917130,CALC'D GESTATIONAL AGE,CALC'D GESTATIONAL AGE (Q),,4
11917138,C. ALBICANS IGA,C.ALBICANS IGA (Q),,4
11917694,CREATINE/CREATININE,CREATINE/CREATININE (LC),,4
11920846,F427-IGE ARA H 9,F427-IGE ARA H 9 (LC),,4
11920866,"C HOMOCYSTINE, URINE",HOMOCYSTINE (LC),,4
11921845,F352-IGE ARA H 8,F352-IGE ARA H 8 (LC),,4
11923302,CLINICAL HISTORY,CLINICAL HISTORY: (LC),,4
11925847,F424-IGE ARA H 3,F424-IGE ARA H 3 (LC),,4
12366035,"VLDL, LARGE","VLDL, LARGE (Q)","43728-5",4
11844050,SODIUM,SODIUM (CCH),,4
11911760,TRIGLYCERIDES FLUID,TRIGLYCERIDES (Q),"12228-3",4
11918485,DHA,DHA (Q),,4
11919769,IL28B VARIANTS,PSGT+IN INTERPRETATION (LC),,4
11921770,PSGT+ IN NET ASSESSMENT,PSGT+IN NET ASSESSMENT (LC),,4
11923223,LEGIONELLA PNEUMOPHILA ABS.,LEGIONELLA PNEUMOPHILA ABS. (LC),,4
11923771,HIV GENOSURE(R) INTEGRASE,HIV GENOSURE(R) INTEGRASE (LC),,4
11925805,E078-IGE BUDGERIGAR FEATHER,E078-IGE BUDGERIGAR FEATHER (LC),,4
11923036,"1 1/2 HOUR GLUCOSE TOLERANCE","GLUCOSE, 1 1/2 HOUR (LC)",,4
11923612,HPV 31/33,HPV 31/33 (LC),,4
11923613,HPV ISH DIRECTOR REVIEW,HPV ISH DIRECTOR REVIEW (LC),,4
11924128,ESTRIOL MOM,ESTRIOL MOM (Q),,4
11925818,F222-IGE TEA,F222-IGE TEA (LC),,4
11845205,"HISTIDINE, URINE","HISTIDINE,URINE (CCH)","30047-5",4
171707,HAPTOGLOBIN,HAPTOGLOBIN,,4
8840061,"Q TISSUE CULTURE, BIOPSY","Q TISSUE CULTURE, BIOPSY","20474-3",4
9658013,"NATEGLINIDE, URINE","NATEGLINIDE, URINE","73690-0",4
11843251,C8 COMPLEMENT COMPONENT,C8 COMPLEMENT COMPONENT (CCH),"4509-6",4
11916482,ARACHIDONIC ACID,ARACHIDONIC ACID (Q),,4
11917962,"MANGANESE, PLASMA","MANGANESE, PLASMA (LC)",,4
11918603,"CON A, SI","CON A, SI (Q)",,4
11918646,HSV 1 IGM TITER,HSV 1 IGM TITER (Q),,4
11919829,GX01-IGE GRASS POLLEN MIX,GX01-IGE GRASS POLLEN MIX (LC),,4
11921804,E085-IGE CHICKEN FEATHERS,E085-IGE CHICKEN FEATHERS (LC),,4
12536006,TRICHROME RESULT,TRICHROME RESULT: (Q),"43227-8",4
13263006,"SRA, Unfractionated Heparin, High Dose","SRA, Unfractionated Heparin, High Dose","50727-7",4
13314023,"MIDAZOLAM, S/P, QUANT","MIDAZOLAM, S/P, QUANT","3821-6",4
11920300,C HCO3 CAP,ADDENDUM: (LC),,4
11930279,RESULT 2,RESULT 2 (LC),,4
11918932,DOPAMINE,DOPAMINE (LC),,4
15617003,Double-Stranded DNA (dsDNA) Ab IgG ELISA,Double-Stranded DNA (dsDNA) Ab IgG ELISA,"58465-6",4
11921504,FACTOR II ASSAY,FACTOR II ACTIVITY (LC),,4
11919063,UROPORPHYRINS (UP),UROPORPHYRINS (UP) (LC),,4
11923522,PROINSULIN AS PERCENT,PROINSULIN AS PERCENT (LC),,4
17158004,PG D2 Duration,PG D2 Duration,,4
17916003,HIV SEROLOGIC INTERPRETATION,HIV SEROLOGIC INTERPRETATION,,4
17000005,ATP7B Sequencing Interp,ATP7B Sequencing Interpretation,"21626-7",4
18177030,ABD AORTA GRAFT DIST OUT PSV,AA GRAFT DISTAL AORTIC OUTFLOW PSV,,4
16070003,U PARVUM BY PCR,U PARVUM BY PCR,"69933-0",4
18313017,UPHS CV LEFT DIST ANASTOMOSIS PSV,UPHS CV LEFT DIST ANASTOMOSIS PSV,,4
18036060,RPOSTTIB,RIGHT POSTERIOR TIBIAL,,4
18037012,TURNDOWN SPEED FLOW 1 MAP,TURNDOWN SPEED FLOW 1 MAP,,4
18178033,ABD AORTA GRAFT DISTAL ANAST PSV,ABDOMINAL AORTA GRAFT DISTAL ANASTAMOSIS PSV,,4
19599008,ANA Pattern.,Antinuclear Pattern.,,4
159767,SEROTONIN RELEASE,C SEROTONIN RELEASE,,4
226068,D-Xylose Blood,D-Xylose Blood,,4
227031,Free Prostate Specific Ag (FREE PSA),Free Prostate Specific Ag (FREE PSA),,4
227069,Delta 450 Supernatant,Delta 450 Supernatant,,4
229624,Chest Frontal+Lab W/Apical Lor HUP,Chest Frontal+Lab W/Apical Lor HUP,,4
229979,MRI Lumbar Spine without Cont (Wayne),MRI Lumbar Spine without Cont (Wayne),,4
230984,.Myelo Entire SI,Myelo Entire SI,,4
231554,.Factor VIII Multimer Product,VWF Mulitimer,,4
232611,US Pregnancy Detailed Examination HUP,US Pregnancy Detailed Examination HUP,,4
233505,Anti Pm-1,LEAN Anti Pm-1,,4
234765,.Art Aort Arch,Art Aort Arch,,4
234839,CT Angio Lower Extremity Combined PMC,CT Angio Lower Extremity Combined PMC,,4
235540,Rubeola IgM,LEAN Rubeola IgM,,4
160357,TEST CODE,TEST CODE,,4
164967,"D-XYLOSE, SERUM, 1 HR","D-XYLOSE, SERUM, 1 HR","61199-6",4
227385,Sample for LALDOS,Sample for LALDOS,,4
229730,ADL,UNKNOWN item template,,4
235658,CT Maxillofacial Combined PMC,CT Maxillofacial Combined PMC,,4
226699,.8001117,UNKNOWN item template,,4
228522,Amitriptyline.,Amitriptyline PAH,,4
229471,.Adenovirus Antibody,Adenovirus Antibody PAH,,4
229817,Thyroid Uptake/Scan Single,Thyroid Uptake/Scan Single PAH,,4
160505,CLASS I SINGLE AG,CLASS I SINGLE AG,,4
232510,Tumor Localization SPECT,Tumor Localization SPECT PAH,,4
237283,Antibody ID Titered,MCODES_Antibody ID Titered Result,,4
227922,CD:4609914,UNKNOWN item template,,4
227960,CD:4627665,UNKNOWN item template,,4
228902,CD:4531424,UNKNOWN item template,,4
4867195,Tocainide Lvl,Tocainide Level,"4060-0",4
5103015,MYELOPEROXI STN,C MYELOPEROXI STN,"32817-9",4
5103023,MOM OF AFP,C MOM OF AFP,"29253-2",4
5104021,CSF PYRUVIC ACID,C CSF PYRUVIC ACID,"14122-6",4
5106012,AG SOURCE,C AG SOURCE,"31208-2",4
5107018,CYP2C19 INTERP,C CYP2C19 INTERP,"62365-2",4
5110012,AG SPECIMEN,C AG SPECIMEN,"66746-9",4
3376055,JOHNSON GRASS IGG4,Q JOHNSON GRASS IGG4,,4
4433002,GATING STRATEGY,Q GATING STRATEGY:,,4
4857959,Pyridinoline,Pyridinoline,"25129-8",4
4860515,Glutamine CSF,Glutamine CSF,"22641-5",4
4864189,Time 24h CAMP,Time 24h Cyclic AMP,"30211-7",4
6121006,(gDNA).STR.FGA (Donor 2),(gDNA).STR.FGA (Donor 2),,4
6938003,% FIO2,C FIO2 VENOUS,,4
8020049,APC GENE DELETION OR$ DUPLICATION,Q APC GENE DELETION OR$DUPLICATION,,4
160429,"TESTOSTERONE, TOTAL","TESTOSTERONE, TOTAL",,4
4868120,Source DNA Cont,Source DNA Cont,"31208-2",4
6107009,MEM2 RET GENE SEQUENCING,C MEM2 RET GENE SEQUENCING,"31208-2",4
8764079,GLIMEPIRIDE,Q GLIMEPIRIDE,"40465-7",4
8765101,HLA B51 TYPING,Q HLA B51 TYPING,"57980-5",4
8818025,NATEGLINIDE,Q NATEGLINIDE,"49702-4",4
9105006,HLA LSA1T,HLA LSA1T,,4
4861486,(gDNA).MAPT (Allele 2),(gDNA).MAPT (Allele 2),,4
6113010,BRUCELLA IGG,C BRUCELLA IGG,"13210-0",4
6136008,PMP22 DUPLICATION/DELETION DNA,C PMP22 DUPLICATION/DELETION DNA,,4
8232006,APO B,C APO B,,4
9687004,"Homocystine, Ur","Homocystine, Urine","30051-7",4
10127004,CIQ LPA Aspirin Genotype,CIQ LPA Aspirin Genotype,"49549-9",4
10133009,C-Peptide 180 Min,C-Peptide 180 Min,"13037-7",4
10349003,"GLUCOSE, 60 MIN","GLUCOSE, 60 MIN","2345-7",4
10672005,Bupropion Dose Information,Bupropion Dose Information,"6706-6",4
10829012,"Methylenedioxymethamphetamine, S/P","Methylenedioxymethamphetamine, S/P",,4
10830007,"Amphetamine, S/P Interp","Amphetamine, S/P Interp",,4
160263,D-DIMER,D-DIMER,,4
160366,ANA SCREEN,ANA SCREEN,,4
160431,FASTING SPECIMEN,FASTING SPECIMEN,,4
4270009,PML RESULT,C PML RESULT,"21551-7",4
8840066,Q TOTAL PORPHYRINS,Q TOTAL PORPHYRINS,"38160-8",4
10589003,"EER BULLOUS PEMPHIGOID AG, IGG","EER BULLOUS PEMPHIGOID AG, IGG",,4
10968009,HLA BW MFI VALUE,HLA BW MFI VALUE:,,4
11841110,NITRITE,NITRITE (CCH),"5802-4",4
11841210,"METHIONINE, URINE","METHIONINE,URINE (CCH)","30063-2",4
11842217,"TAURINE, URINE","TAURINE,URINE (CCH)","28595-7",4
11845199,"CITRULLINE, URINE","CITRULLINE,URINE (CCH)","30161-4",4
11845201,"GLUTAMINE, URINE","GLUTAMINE,URINE (CCH)","30056-6",4
11911180,CLASS,CLASS (Q),,4
11913450,% CD19 (B CELLS),% CD19 (B CELLS) (Q),,4
11914196,CLASS,CLASS (Q),,4
11915024,"CATECHOLAMINES, TOTAL","CATECHOLAMINES, TOTAL (Q)",,4
11915220,ALTERNARIA ALTERNATA (M6) IGE,ALTERNARIA ALTERNATA (M6) IGE (Q),,4
11916721,THYROID PEROXIDASE ANTIBODY,THYROID PEROXIDASE (TPO) AB (LC),,4
11917297,ZONISAMIDE,ZONISAMIDE (Q),,4
11918127,COMMENT,COMMENT (Q),,4
11918917,SPEC ORIGN,SPECIMEN TYPE (LC),,4
11919843,F423-IGE ARA H 2,F423-IGE ARA H 2 (LC),,4
11919942,HYDROMORPHONE CONFIRM,HYDROMORPHONE CONFIRM (LC),,4
11920380,INTERPRETIVE COMMENT,INTERPRETIVE COMMENT (LC),,4
11920495,RESULTS,RESULTS (LC),,4
11921047,APTT 11 NP INCUB. MIX CTL,APTT 1:1 NP INCUB. MIX CTL (LC),,4
11921609,HPV 16/18,HPV 16/18 (LC),,4
11922129,AFP MOM,AFP MOM (Q),,4
11922130,"INHIBIN A, DIMERIC","INHIBIN A, DIMERIC (Q)",,4
11922443,LIMITATIONS,LIMITATIONS (Q),,4
11922474,HSV 1 IGM SCREEN,HSV 1 IGM SCREEN (Q),,4
11924922,CYTOGENETIC RESULT,CYTOGENETIC RESULT (LC),,4
11843199,"CYSTATHIONINE, URINE","CYSTATHIONINE,URINE (CCH)","28599-9",4
4789004,PROTHROMBIN IGG,C PROTHROMBIN IGG,"40595-1",4
8736186,COLOR,Q COLOR,"14662-1",4
9655015,"GLIMEPIRIDE, URINE","GLIMEPIRIDE, URINE","73691-8",4
11911334,"CYTOMEGALOVIRUS IGG, ELISA (CSF)","CYTOMEGALOVIRUS IGG, ELISA (CSF) (Q)",,4
11920128,COCCIDIOIDES CF ANTIBODY,COCCIDIOIDES CF ANTIBODY (LC),,4
11921816,F224-IGE POPPY SEED,F224-IGE POPPY SEED (LC),,4
11922928,CELLS KARYOTYPED,CELLS KARYOTYPED (LC),,4
11922985,RESULT 2,RESULT 2 (LC),,4
11923010,"ANTISKIN AUTOANTIBODIES, QUANT","ANTISKIN AUTOANTIBODIES, QUANT (LC)",,4
11924489,EPA,EPA (Q),,4
13265007,"SRA, Unfractionated Heparin (Porcine)","SRA, Unfractionated Heparin (Porcine)","50734-3",4
11920755,PSGT-GENESEQ(R) RESULTS,PSGT-GENESEQ(R) RESULTS (LC),,4
11923259,"B PERTUSSIS, NASOPHAR CULTURE","B PERTUSSIS, NASOPHAR CULTURE (LC)",,4
11924937,NOREPINEPHRINE,NOREPINEPHRINE (LC),,4
11925947,MORPHINE,MORPHINE (LC),,4
14447005,Meropenem Level,Meropenem Level,"41406-0",4
15954004,ANCA Titer,Antineutrophil Cytoplasmic Antibody Titer,,4
11917175,B. HENSELAE IGM SCREEN,B. HENSELAE IGM SCREEN (Q),"32576-1",4
17159004,PG D2 Volume,PG D2 Volume,,4
11921054,"P E INTERPRETATION, U","P E INTERPRETATION, U (LC)",,4
16995003,Risperidone Lvl,Risperidone Lvl,"9393-0",4
18038014,AV ANNULUS 3D DIMENSION 2,AV ANNULUS 3D DIMENSION 2,,4
18034302,SEBCO,STRESS ECHO BASELINE CO,,4
19526004,ANTI-VEDOLIZUMAB,ANTI-VEDOLIZUMAB,,4
18001005,HLA B-2 EQUIVALENT,HLA B-2 EQUIVALENT,,4
18036036,STRESS ECHO LOW DOSE SVI,STRESS ECHO LOW DOSE SVI,,4
19585004,BV SMEAR NUGENT SCORE,BV SMEAR NUGENT SCORE,,4
18037300,SERSV,STRESS ECHO RECOVERY SV,,4
159350,"DIURETIC SURVEY, URINE","DIURETIC SURVEY, URINE",,4
165027,MYELIN ASSOC. GLYCOP,MYELIN ASSOC. GLYCOP,,4
170829,TIME AMIODARONE GIVE,C TIME AMIODARONE GIVE,,4
226070,Delta A 450 Gravida,Delta A 450 Gravity (prompt),,4
230044,Outside Films CT Neck Enhanc HUP,Outside Films CT Neck Enhanc HUP,,4
230578,Myelo Entire SI HUP,Myelo Entire SI HUP,,4
233050,.IRSUP,UNKNOWN item template,,4
233740,.Brain Scan Complete,Brain Scan Complete,,4
230363,CT Cervical Spine with Contrast PMC,CT Cervical Spine with Contrast PMC,,4
232632,US Upper Extremity Arteries Bilat HUP,US Upper Extremity Arteries Bilat HUP,,4
166786,EOS #,EOS #,,4
226678,Urine Aldosterone.,Urine Aldosterone PAH Results,,4
228546,Cefotaxime,Cefotaxime MIC - PAH,,4
229812,.Quad Screen,MCODES_Quad Screen PAH,,4
