FK_LAB_RESULT_ITEM_ID,LAB_RESULT_ITEM_CODE,LAB_RESULT_ITEM_DESCRIPTION,LOINC,ordercount,loinc_uri
159502,OSMOTIC FRAGILITY TE,OSMOTIC FRAGILITY TEST,4667-2,7,http://purl.bioontology.org/ontology/LNC/4667-2
9057006,Bec Dipropinate-Ur,Bec Dipropinate-Ur,46945-2,7,http://purl.bioontology.org/ontology/LNC/46945-2
9058004,Betamethasone-Ur,Betamethasone-Ur,46946-0,7,http://purl.bioontology.org/ontology/LNC/46946-0
9057007,Budesonide-Ur,Budesonide-Ur,46947-8,7,http://purl.bioontology.org/ontology/LNC/46947-8
9058005,Dexamethasone-Ur,Dexamethasone-Ur,46948-6,7,http://purl.bioontology.org/ontology/LNC/46948-6
9056005,Fludrocortisone-Ur,Fludrocortisone-Ur,46949-4,7,http://purl.bioontology.org/ontology/LNC/46949-4
9055007,Flunisolide-Ur,Flunisolide-Ur,46950-2,7,http://purl.bioontology.org/ontology/LNC/46950-2
9057008,Fluorometholone-Ur,Fluorometholone-Ur,46951-0,7,http://purl.bioontology.org/ontology/LNC/46951-0
9058006,Flut Propionate-Ur,Flut Propionate-Ur,46952-8,7,http://purl.bioontology.org/ontology/LNC/46952-8
9056006,Megast Acetate-Ur,Megast Acetate-Ur,46953-6,7,http://purl.bioontology.org/ontology/LNC/46953-6
9055008,Prednisolone-Ur,Prednisolone-Ur,46956-9,7,http://purl.bioontology.org/ontology/LNC/46956-9
9057009,Triamcinolone-Ur,Triamcinolone-Ur,46957-7,7,http://purl.bioontology.org/ontology/LNC/46957-7
9058007,Triam Acetonide-Ur,Triam Acetonide-Ur,46958-5,7,http://purl.bioontology.org/ontology/LNC/46958-5
10692004,ASPERGILLUS AB BY CF,ASPERGILLUS AB BY CF,5053-4,7,http://purl.bioontology.org/ontology/LNC/5053-4
17163004,"BLASTOMYCES AB, EIA","BLASTOMYCES AB, EIA",5058-3,7,http://purl.bioontology.org/ontology/LNC/5058-3
11808013,SSA60AB,SSA 60 AB IGG,53019-6,7,http://purl.bioontology.org/ontology/LNC/53019-6
159794,BACKUP SULFOSALICYLI,C BACKUP SULFOSALICYLI,53525-2,7,http://purl.bioontology.org/ontology/LNC/53525-2
5105009,THIOPURINE MET,C THIOPURINE MET,53819-9,7,http://purl.bioontology.org/ontology/LNC/53819-9
15633005,"Norbuprenorphine, S/P, Quant","Norbuprenorphine, S/P, Quant",53881-9,7,http://purl.bioontology.org/ontology/LNC/53881-9
5030022,Thyroglob FNA,"Thyroglobulin, Fine Needle Aspiration",53922-1,7,http://purl.bioontology.org/ontology/LNC/53922-1
8764085,GOLD,Q GOLD,5659-8,7,http://purl.bioontology.org/ontology/LNC/5659-8
4862516,Gold Lvl,Gold Level,5659-8,7,http://purl.bioontology.org/ontology/LNC/5659-8
11842321,H-G-LINOLENIC C203W6,H-G-LINOLENIC C20:3W6 (CCH),5685-3,7,http://purl.bioontology.org/ontology/LNC/5685-3
4859660,Labor Sym. FFN,"Labor Symptoms, FFN",57069-7,7,http://purl.bioontology.org/ontology/LNC/57069-7
11842302,INTERPRETATION (FATTY ACID PANEL),INTERPRETATION (FATTY ACID PANEL) (CCH),59462-2,7,http://purl.bioontology.org/ontology/LNC/59462-2
12633006,"EDDP, S/P, Quant","EDDP, S/P, Quant",60071-8,7,http://purl.bioontology.org/ontology/LNC/60071-8
11844161,ALLERGEN BLUE MUSSEL,ALLERGEN BLUE MUSSEL (CCH),6048-3,7,http://purl.bioontology.org/ontology/LNC/6048-3
7809004,CYTOGENO SNP,C CYTOGENO SNP,62375-1,7,http://purl.bioontology.org/ontology/LNC/62375-1
171737,INR,ZZ INR (INTERNATIONAL NORMALIZED RATIO),6301-6,7,http://purl.bioontology.org/ontology/LNC/6301-6
8735060,ALLERGEN GLUTEN IGG,Q ALLERGEN GLUTEN IGG,63091-3,7,http://purl.bioontology.org/ontology/LNC/63091-3
4855265,Chl Tra DFA,Chlamydia trachomatis DFA,6351-1,7,http://purl.bioontology.org/ontology/LNC/6351-1
8738185,COLOR,Q COLOR,6824-7,7,http://purl.bioontology.org/ontology/LNC/6824-7
4857610,IgG HBEE,IgG Honey Bee Venom,6844-5,7,http://purl.bioontology.org/ontology/LNC/6844-5
5103025,UR GLIPIZIDE,C UR GLIPIZIDE,6944-3,7,http://purl.bioontology.org/ontology/LNC/6944-3
5108027,UR GLYBURIDE,C UR GLYBURIDE,6945-0,7,http://purl.bioontology.org/ontology/LNC/6945-0
5110025,UR TOLAZAMIDE,C UR TOLAZAMIDE,6951-8,7,http://purl.bioontology.org/ontology/LNC/6951-8
5107026,UR TOLBUTAMIDE,C UR TOLBUTAMIDE,6952-6,7,http://purl.bioontology.org/ontology/LNC/6952-6
8815034,"NOROVIRUS RNA, RT PCR","Q NOROVIRUS RNA, RT PCR",7974-9,7,http://purl.bioontology.org/ontology/LNC/7974-9
16697004,MDA5 (CADM-140) AB,MDA5 (CADM-140) AB,82424-3,7,http://purl.bioontology.org/ontology/LNC/82424-3
16700003,NXP-2 (NUCLEAR MATRIX PROTEIN-2) AB,NXP-2 (NUCLEAR MATRIX PROTEIN-2) AB,82426-8,7,http://purl.bioontology.org/ontology/LNC/82426-8
16699004,SAE1 (SUMO ACTIVATING ENZYME) AB,SAE1 (SUMO ACTIVATING ENZYME) AB,82440-9,7,http://purl.bioontology.org/ontology/LNC/82440-9
16120005,COMMENTS (Q),COMMENTS (Q),8251-1,7,http://purl.bioontology.org/ontology/LNC/8251-1
4860724,Meths/Normeths,Methsuximide + Normethsuximide,10543-7,6,http://purl.bioontology.org/ontology/LNC/10543-7
4856787,Normethsuximide,Normethsuximide,10546-0,6,http://purl.bioontology.org/ontology/LNC/10546-0
11915525,RESULT,RESULT: (Q),10851-4,6,http://purl.bioontology.org/ontology/LNC/10851-4
11841391,RAJI CELL IMMUNE COMPLEX ASSAY,RAJI CELL IMMUNE COMPLEX ASSAY (CCH),10864-7,6,http://purl.bioontology.org/ontology/LNC/10864-7
170705,MALARIA INFECTED CEL,C MALARIA INFECTED CEL,11282-1,6,http://purl.bioontology.org/ontology/LNC/11282-1
4862828,Oxazepam,Oxazepam,12362-0,6,http://purl.bioontology.org/ontology/LNC/12362-0
170522,"PROSTAGLANDIN D2, PL","C PROSTAGLANDIN D2, PL",12838-9,6,http://purl.bioontology.org/ontology/LNC/12838-9
7970005,HGB BF TYPE,C HGB BF TYPE,14725-6,6,http://purl.bioontology.org/ontology/LNC/14725-6
8763066,FLUID TYPE,Q FLUID TYPE,14725-6,6,http://purl.bioontology.org/ontology/LNC/14725-6
11842131,PHENYLALANINE,PHENYLALANINE (CCH),14875-9,6,http://purl.bioontology.org/ontology/LNC/14875-9
160253,FSH,FSH,15067-2,6,http://purl.bioontology.org/ontology/LNC/15067-2
1412005,BILIRUBIN DIRECT,CONJUGATED BILIRUBIN,15152-2,6,http://purl.bioontology.org/ontology/LNC/15152-2
9793005,2 HOUR GLUCOSE TOLERANCE - FASTING,C 2HR GLUCOSE GESTATIONAL FASTING,1558-6,6,http://purl.bioontology.org/ontology/LNC/1558-6
1408026,Q CLASS,Q CLASS,15661-2,6,http://purl.bioontology.org/ontology/LNC/15661-2
1407028,Q CLASS,Q CLASS,15734-7,6,http://purl.bioontology.org/ontology/LNC/15734-7
1409026,Q CLASS,Q CLASS,15784-2,6,http://purl.bioontology.org/ontology/LNC/15784-2
8712010,FLURAZEPAM METABOLITE,Q FLURAZEPAM METABOLITE,16230-5,6,http://purl.bioontology.org/ontology/LNC/16230-5
7967004,FEC FAT 48HR,C FEC FAT 48HR,16855-9,6,http://purl.bioontology.org/ontology/LNC/16855-9
8738003,LORAZEPAM,Q LORAZEPAM,17088-6,6,http://purl.bioontology.org/ontology/LNC/17088-6
8738019,21 HYDROXYLASE ANTIBODY,Q 21 HYDROXYLASE ANTIBODY,17781-6,6,http://purl.bioontology.org/ontology/LNC/17781-6
9197026,HSV 1 IGG TYPE SPECIFIC AB,HSV 1 IGG TYPE SPECIFIC AB,17850-9,6,http://purl.bioontology.org/ontology/LNC/17850-9
171524,CALCIUM,ZZ CALCIUM,17861-6,6,http://purl.bioontology.org/ontology/LNC/17861-6
11921605,ABS. CD8+ CD57+ LYMPHS,ABS.CD8+CD57+ LYMPHS (LC),18350-9,6,http://purl.bioontology.org/ontology/LNC/18350-9
8735154,CIPROFLOXACIN,Q CIPROFLOXACIN,185-9,6,http://purl.bioontology.org/ontology/LNC/185-9
4858099,Apo A PAH,Apolipoprotein A PAH,1869-7,6,http://purl.bioontology.org/ontology/LNC/1869-7
9687008,MMA Ur. Interp,Methylmalonic Acid Urine Interpretation,19146-0,6,http://purl.bioontology.org/ontology/LNC/19146-0
4869228,TV Nitrogen,TV Nitrogen,19153-6,6,http://purl.bioontology.org/ontology/LNC/19153-6
11842111,UROBILINOGEN,UROBILINOGEN (CCH),19161-9,6,http://purl.bioontology.org/ontology/LNC/19161-9
14386003,BICARBONATE,BICARBONATE,1960-4,6,http://purl.bioontology.org/ontology/LNC/1960-4
4264015,25 HYDROXY VITAMIN D3,C 25-HYDROXYVITAMIN D3,1989-3,6,http://purl.bioontology.org/ontology/LNC/1989-3
166874,PEEP (PROMPT),PEEP (PROMPT),20077-4,6,http://purl.bioontology.org/ontology/LNC/20077-4
9792005,2 HOUR GLUCOSE TOLERANCE - 1 HOUR,C 2HR GLUCOSE GESTATIONAL 1 HOUR,20438-8,6,http://purl.bioontology.org/ontology/LNC/20438-8
8481014,Beta Carotene,Beta Carotene,2053-7,6,http://purl.bioontology.org/ontology/LNC/2053-7
8738009,TEMAZEPAM,Q TEMAZEPAM,20559-1,6,http://purl.bioontology.org/ontology/LNC/20559-1
9655019,CRE MG IODINE URINE,CRE MG IODINE URINE,20624-3,6,http://purl.bioontology.org/ontology/LNC/20624-3
9688008,Cre mg dL UAA,Cre md dL Amino Acid Qnt,20624-3,6,http://purl.bioontology.org/ontology/LNC/20624-3
11841014,"ALPHA AMINO BUTYRIC ACID, PLASMA","ALPHA AMINO BUTYRIC ACID,PLASMA (CCH)",20634-2,6,http://purl.bioontology.org/ontology/LNC/20634-2
11842017,ALANINE,ALANINE (CCH),20636-7,6,http://purl.bioontology.org/ontology/LNC/20636-7
11842025,ARGININE,ARGININE (CCH),20637-5,6,http://purl.bioontology.org/ontology/LNC/20637-5
11845026,ASPARAGINE,ASPARAGINE (CCH),20638-3,6,http://purl.bioontology.org/ontology/LNC/20638-3
11842026,ASPARTIC ACID,ASPARTIC ACID (CCH),20639-1,6,http://purl.bioontology.org/ontology/LNC/20639-1
11845042,CITRULLINE,CITRULLINE (CCH),20640-9,6,http://purl.bioontology.org/ontology/LNC/20640-9
11841072,GLUTAMIC ACID,GLUTAMIC ACID (CCH),20642-5,6,http://purl.bioontology.org/ontology/LNC/20642-5
11845071,GLUTAMINE,GLUTAMINE (CCH),20643-3,6,http://purl.bioontology.org/ontology/LNC/20643-3
11843073,GLYCINE,GLYCINE (CCH),20644-1,6,http://purl.bioontology.org/ontology/LNC/20644-1
11842077,HISTIDINE,HISTIDINE (CCH),20645-8,6,http://purl.bioontology.org/ontology/LNC/20645-8
11843079,HYDROXYPROLINE,HYDROXYPROLINE (CCH),20647-4,6,http://purl.bioontology.org/ontology/LNC/20647-4
11844085,ISOLEUCINE,ISOLEUCINE (CCH),20648-2,6,http://purl.bioontology.org/ontology/LNC/20648-2
11844088,LEUCINE,LEUCINE (CCH),20649-0,6,http://purl.bioontology.org/ontology/LNC/20649-0
11844090,LYSINE,LYSINE (CCH),20650-8,6,http://purl.bioontology.org/ontology/LNC/20650-8
11845097,METHIONINE,METHIONINE (CCH),20651-6,6,http://purl.bioontology.org/ontology/LNC/20651-6
11845127,ORNITHINE,ORNITHINE (CCH),20652-4,6,http://purl.bioontology.org/ontology/LNC/20652-4
11842137,PROLINE,PROLINE (CCH),20655-7,6,http://purl.bioontology.org/ontology/LNC/20655-7
11843153,SERINE,SERINE (CCH),20656-5,6,http://purl.bioontology.org/ontology/LNC/20656-5
11843160,TAURINE,TAURINE (CCH),20657-3,6,http://purl.bioontology.org/ontology/LNC/20657-3
11844173,THREONINE,THREONINE (CCH),20658-1,6,http://purl.bioontology.org/ontology/LNC/20658-1
11842186,TRYPTOPHAN,TRYPTOPHAN (CCH),20659-9,6,http://purl.bioontology.org/ontology/LNC/20659-9
11842192,TYROSINE,TYROSINE (CCH),20660-7,6,http://purl.bioontology.org/ontology/LNC/20660-7
11845220,VALINE,VALINE (CCH),20661-5,6,http://purl.bioontology.org/ontology/LNC/20661-5
11843013,"AMINO ACID, QUANT INTERPRETATION","AMINO ACID, QUANT INTERPRETATION (CCH)",20671-4,6,http://purl.bioontology.org/ontology/LNC/20671-4
4860554,HGBA2F interp,HGBA2F interp,21026-0,6,http://purl.bioontology.org/ontology/LNC/21026-0
9655016,24HR URINE CREATININE,"CREATININE, URINE - PER 24H CHROMIUM",2162-6,6,http://purl.bioontology.org/ontology/LNC/2162-6
9658017,CRE D IODINE URINE,CRE D IODINE URINE,2162-6,6,http://purl.bioontology.org/ontology/LNC/2162-6
8815080,"PML/RARA T(15, 17), $ QUANTITATIVE PCR","Q PML/RARA T(15,17),$QUANTITATIVE PCR",21785-1,6,http://purl.bioontology.org/ontology/LNC/21785-1
323007,BCL2MBRFLU,C BCL-2/JH  T(14;18) MBR  FLUID,21809-9,6,http://purl.bioontology.org/ontology/LNC/21809-9
324007,BCL2MCRFLU,C BCL-2/JH  T(14;18) MCR  FLUID,21810-7,6,http://purl.bioontology.org/ontology/LNC/21810-7
1770002,Q G PROCEDURE,Q G PROCEDURE,22634-0,6,http://purl.bioontology.org/ontology/LNC/22634-0
1769003,Q G GROSS DESCRIPTION,Q G GROSS DESCRIPTION,22635-7,6,http://purl.bioontology.org/ontology/LNC/22635-7
1767002,Q G DIAGNOSIS,Q G DIAGNOSIS,22637-3,6,http://purl.bioontology.org/ontology/LNC/22637-3
3552001,PHYTANIC ACID,C PHYTANIC ACID,22671-2,6,http://purl.bioontology.org/ontology/LNC/22671-2
11841051,"CYSTINE, PLASMA QUANTITATIVE","CYSTINE, PLASMA QUANTITATIVE (CCH)",22672-0,6,http://purl.bioontology.org/ontology/LNC/22672-0
3558001,PRISTANIC ACID,C PRISTANIC ACID,22761-1,6,http://purl.bioontology.org/ontology/LNC/22761-1
10133007,"Glucose, 150min","Glucose, 150min",2345-7,6,http://purl.bioontology.org/ontology/LNC/2345-7
11845131,HOMOCYSTINE PLASMA,HOMOCYSTINE PLASMA (CCH),2429-9,6,http://purl.bioontology.org/ontology/LNC/2429-9
167278,IMMUNOGLOBULINS A,"Q IGA, SERUM",2458-8,6,http://purl.bioontology.org/ontology/LNC/2458-8
9657016,"IODINE, URINE - PER 24H","IODINE, URINE - PER 24H",2492-7,6,http://purl.bioontology.org/ontology/LNC/2492-7
5103031,A1-ANTITRYP FEC,C A1-ANTITRYP FEC,25303-9,6,http://purl.bioontology.org/ontology/LNC/25303-9
8789058,"LD, SYNOVIAL FLUID","Q LD, SYNOVIAL FLUID",2533-8,6,http://purl.bioontology.org/ontology/LNC/2533-8
13355004,LYSOZYME,"LYSOZYME, SERUM (CCH)",2589-0,6,http://purl.bioontology.org/ontology/LNC/2589-0
11841023,ANSERINE,ANSERINE (CCH),26599-1,6,http://purl.bioontology.org/ontology/LNC/26599-1
11845013,"ALPHA AMINOADIPIC ACID, PLASMA","ALPHA AMINOADIPIC ACID,PLASMA (CCH)",26600-7,6,http://purl.bioontology.org/ontology/LNC/26600-7
11845028,BETA ALANINE,BETA ALANINE (CCH),26604-9,6,http://purl.bioontology.org/ontology/LNC/26604-9
11844028,BETA AMINO ISOBUTYRIC ACID,BETA AMINO ISOBUTYRIC ACID (CCH),26605-6,6,http://purl.bioontology.org/ontology/LNC/26605-6
11842051,CYSTATHIONINE,CYSTATHIONINE (CCH),26607-2,6,http://purl.bioontology.org/ontology/LNC/26607-2
11841057,ETHANOLAMINE,ETHANOLAMINE (CCH),26608-0,6,http://purl.bioontology.org/ontology/LNC/26608-0
11845436,GAMMA AMINO BUTYRIC ACID,GAMMA AMINO BUTYRIC ACID (CCH),26609-8,6,http://purl.bioontology.org/ontology/LNC/26609-8
11841329,HYDROXYLYSINE,HYDROXYLYSINE (CCH),26610-6,6,http://purl.bioontology.org/ontology/LNC/26610-6
11845151,SARCOSINE,SARCOSINE (CCH),26613-0,6,http://purl.bioontology.org/ontology/LNC/26613-0
4860527,Hantavirus Ab,Hantavirus Antibody,26620-5,6,http://purl.bioontology.org/ontology/LNC/26620-5
14752003,CA 19-9 Body Fluid,CA 19-9 Body Fluid,26924-1,6,http://purl.bioontology.org/ontology/LNC/26924-1
5030020,"Propoxy, Mec","Propoxyphene, Meconium",27067-8,6,http://purl.bioontology.org/ontology/LNC/27067-8
11844386,PROPOXYPHENE,PROPOXYPHENE (CCH),27067-8,6,http://purl.bioontology.org/ontology/LNC/27067-8
11845251,C1Q BINDING ASSAY,C1Q BINDING ASSAY (CCH),27831-7,6,http://purl.bioontology.org/ontology/LNC/27831-7
8735185,COENZYME Q10,Q COENZYME Q10,27923-2,6,http://purl.bioontology.org/ontology/LNC/27923-2
11841273,"COENZYME Q10, SERUM","COENZYME Q10, SERUM (CCH)",27923-2,6,http://purl.bioontology.org/ontology/LNC/27923-2
4790003,"TOTAL PORPHYRINS, PLASMA","C TOTAL PORPHYRINS, PLASMA",2815-9,6,http://purl.bioontology.org/ontology/LNC/2815-9
4866202,TP Micro,Total Protein Pediatric,2885-2,6,http://purl.bioontology.org/ontology/LNC/2885-2
637007,URINE PROTEIN G/TV,URINE PROTEIN G/TV,2889-4,6,http://purl.bioontology.org/ontology/LNC/2889-4
8737081,ANTI-IGG,Q ANTI-IGG,29497-5,6,http://purl.bioontology.org/ontology/LNC/29497-5
14460003,Interferon Beta Neutralizing Ab Screen,Interferon Beta Neutralizing Ab Screen,29647-5,6,http://purl.bioontology.org/ontology/LNC/29647-5
11841408,"TESTOSTERONE, BIOAVAILABLE","TESTOSTERONE, BIOAVAILABLE (CCH)",2990-0,6,http://purl.bioontology.org/ontology/LNC/2990-0
11842280,"CRYPTOCOCCUS ANTIGEN, SERUM","CRYPTOCOCCUS ANTIGEN, SERUM (CCH)",29903-2,6,http://purl.bioontology.org/ontology/LNC/29903-2
11911998,FREE TESTOSTERONE (Q),"TESTOSTERONE, FREE (Q)",2991-8,6,http://purl.bioontology.org/ontology/LNC/2991-8
3554001,C220 BEHENIC ACID,C C22:0 BEHENIC ACID,30194-5,6,http://purl.bioontology.org/ontology/LNC/30194-5
3556001,C240 TETRACOSANOIC ACID,C C24:0 TETRACOSANOIC ACID,30195-2,6,http://purl.bioontology.org/ontology/LNC/30195-2
3557001,RATIO C240 TO C220,C RATIO C24:0 TO C22:0,30196-0,6,http://purl.bioontology.org/ontology/LNC/30196-0
3553001,C260 HEXACOSANOIC ACID,C C26:0 HEXACOSANOIC ACID,30197-8,6,http://purl.bioontology.org/ontology/LNC/30197-8
3551001,RATIO C260 TO C220,C RATIO C26:0 TO C22:0,30198-6,6,http://purl.bioontology.org/ontology/LNC/30198-6
3555001,RATIO PRISTANIC TO PHYTANIC,C RATIO PRISTANIC TO PHYTANIC,30550-8,6,http://purl.bioontology.org/ontology/LNC/30550-8
167342,Q ALDOSTERONE/PRA RATIO,Q ALDOSTERONE/PRA RATIO,30894-0,6,http://purl.bioontology.org/ontology/LNC/30894-0
8433004,Spec. Source,Spec. Source,31208-2,6,http://purl.bioontology.org/ontology/LNC/31208-2
1768002,Q G SOURCE,Q G SOURCE,31208-2,6,http://purl.bioontology.org/ontology/LNC/31208-2
14751003,CA 19-9 Source,CA 19-9 Source,31208-2,6,http://purl.bioontology.org/ontology/LNC/31208-2
19156003,Pancreatobiliary FISH Spec Source,Pancreatobiliary FISH Spec Source,31208-2,6,http://purl.bioontology.org/ontology/LNC/31208-2
4866135,Sp Source ARUP,Sp Source ARUP,31208-2,6,http://purl.bioontology.org/ontology/LNC/31208-2
11845329,IA-2 ANTIBODY,IA-2 ANTIBODY (CCH),31209-0,6,http://purl.bioontology.org/ontology/LNC/31209-0
11809014,SSA 52 AB IGG,SSA 52 AB IGG,31625-7,6,http://purl.bioontology.org/ontology/LNC/31625-7
11844300,"FACTOR X, ACTIVITY","FACTOR X, ACTIVITY (CCH)",3218-5,6,http://purl.bioontology.org/ontology/LNC/3218-5
11841025,ARGININOSUCCINIC ACID,ARGININOSUCCINIC ACID (CCH),32227-1,6,http://purl.bioontology.org/ontology/LNC/32227-1
8712005,ALPRAZOLAM,Q ALPRAZOLAM,3313-4,6,http://purl.bioontology.org/ontology/LNC/3313-4
176031,UR ORGANIC INT.,C UR ORGANIC INT.,33477-1,6,http://purl.bioontology.org/ontology/LNC/33477-1
12435003,"PSA, COMPLEXED","PSA, COMPLEXED (LC)",33667-7,6,http://purl.bioontology.org/ontology/LNC/33667-7
13353005,C. BURNETII IGG PHASE I SCREEN,"C. BURNETII ABS, IGG PHASE I SCREEN (CCH)",34716-1,6,http://purl.bioontology.org/ontology/LNC/34716-1
13351005,C. BURNETII IGG PHASE II SCREEN,"C. BURNETII ABS, IGG PHASE II SCREEN (CCH)",34717-9,6,http://purl.bioontology.org/ontology/LNC/34717-9
14458004,Interferon Beta Neutralizing Ab Titer,Interferon Beta Neutralizing Ab Titer,35139-5,6,http://purl.bioontology.org/ontology/LNC/35139-5
1547002,"LAURIC ACID, C120","Q LAURIC ACID, C12:0",35150-2,6,http://purl.bioontology.org/ontology/LNC/35150-2
11843288,"DOCOSENOIC ACID, C221","DOCOSENOIC ACID, C22:1 (CCH)",35160-1,6,http://purl.bioontology.org/ontology/LNC/35160-1
11844420,TOTAL W6,TOTAL W6 (CCH),35179-1,6,http://purl.bioontology.org/ontology/LNC/35179-1
11844366,"NEURONAL NUCLEAR ANTIBODIES, IGG","NEURONAL NUCLEAR ANTIBODIES, IGG (CCH)",35278-1,6,http://purl.bioontology.org/ontology/LNC/35278-1
7249003,PHOSPHATE URINE MGDL,C PHOSPHORUS MG/DL,35673-3,6,http://purl.bioontology.org/ontology/LNC/35673-3
4858365,Disopyramide Lvl,Disopyramide Level,3576-6,6,http://purl.bioontology.org/ontology/LNC/3576-6
4855724,Methsuximide,Methsuximide (Celontin),3801-8,6,http://purl.bioontology.org/ontology/LNC/3801-8
8839047,Q T4 (THYROXINE) ANTIBODY,Q T4 (THYROXINE) ANTIBODY,38356-2,6,http://purl.bioontology.org/ontology/LNC/38356-2
17001005,S PNEUMONIAE TYPE 33F,C S PNEUMONIAE TYPE 33F,40969-8,6,http://purl.bioontology.org/ontology/LNC/40969-8
17004004,S PNEUMONIAE TYPE 15B,C S PNEUMONIAE TYPE 15B,40973-0,6,http://purl.bioontology.org/ontology/LNC/40973-0
17005005,S PNEUMONIAE TYPE 19A,C S PNEUMONIAE TYPE 19A,40974-8,6,http://purl.bioontology.org/ontology/LNC/40974-8
8789014,"HUMAN METAPNEUMOVIRUS$ RNA, QL REAL TIME PCR","Q HUMAN METAPNEUMOVIRUS$RNA, QL REAL TIME PCR",40978-9,6,http://purl.bioontology.org/ontology/LNC/40978-9
4857611,IgG PW,IgG Paper Wasp Venom,41219-7,6,http://purl.bioontology.org/ontology/LNC/41219-7
11844020,ALLO-ISOLEUCINE,ALLO-ISOLEUCINE (CCH),41398-9,6,http://purl.bioontology.org/ontology/LNC/41398-9
11845364,ANIT-NEUTROPHIL ANTIBODY,ANIT-NEUTROPHIL ANTIBODY (CCH),41617-2,6,http://purl.bioontology.org/ontology/LNC/41617-2
5026014,GALOP Ab,GALOP Antibody,42202-2,6,http://purl.bioontology.org/ontology/LNC/42202-2
12605003,REASON FOR REFERRAL,REASON FOR REFERRAL (LC),42349-1,6,http://purl.bioontology.org/ontology/LNC/42349-1
4863243,U Arylsulfat A,Urine Arylsulfatase A,42726-0,6,http://purl.bioontology.org/ontology/LNC/42726-0
322005,PEMPHI,C PEMPHIGOID ANTIBODY PANEL,42936-5,6,http://purl.bioontology.org/ontology/LNC/42936-5
8788014,HTLV I DNA,Q HTLV I DNA,44537-9,6,http://purl.bioontology.org/ontology/LNC/44537-9
163227,C7 COMPLEMENT,C C7 COMPLEMENT,4508-8,6,http://purl.bioontology.org/ontology/LNC/4508-8
159228,COMPLEMENT C9,C COMPLEMENT C9,4510-4,6,http://purl.bioontology.org/ontology/LNC/4510-4
11844106,SQUAMOUS EPITHELIAL,SQUAMOUS EPI CELLS (CCH),45390-2,6,http://purl.bioontology.org/ontology/LNC/45390-2
4859671,LDL Mean Part Dia,LDL Mean particle diameter,47213-4,6,http://purl.bioontology.org/ontology/LNC/47213-4
19358003,CDT for Alcohol Use,CDT for Alcohol Use,48495-6,6,http://purl.bioontology.org/ontology/LNC/48495-6
4855065,Age Gestation,Age Gestation in weeks and days,49051-6,6,http://purl.bioontology.org/ontology/LNC/49051-6
4268016,25 HYDROXY VITAMIN D2,C 25-HYDROXYVITAMIN D2,49054-0,6,http://purl.bioontology.org/ontology/LNC/49054-0
9657012,"AMINO ACIDS, URINE INTERPRETATION","AMINO ACIDS, URINE INTERPRETATION",49250-4,6,http://purl.bioontology.org/ontology/LNC/49250-4
3558002,FATTY ACIDS PROFILE INTERPRETATION,C FATTY ACIDS PROFILE INTERPRETATION,49263-7,6,http://purl.bioontology.org/ontology/LNC/49263-7
11845058,ANA PATTERN (FLUID),ANA PATTERN (FLUID) (CCH),49309-8,6,http://purl.bioontology.org/ontology/LNC/49309-8
4856612,IgG YFHT,IgG Yel Hornet Venom,49740-4,6,http://purl.bioontology.org/ontology/LNC/49740-4
4861612,IgG WFHT,IgG WF Hornet Venom,49745-3,6,http://purl.bioontology.org/ontology/LNC/49745-3
4864135,Sp. Source,Specimen Source (ARUP),4991-6,6,http://purl.bioontology.org/ontology/LNC/4991-6
16447003,ASPERGILLUS ANTIBODY BY ID,ASPER AB BY ID,5052-6,6,http://purl.bioontology.org/ontology/LNC/5052-6
4861328,Cryo Qual,Cryo Qual,5117-7,6,http://purl.bioontology.org/ontology/LNC/5117-7
11845066,FLD PLASMA CELLS,FLD PLASMA CELLS (CCH),51386-1,6,http://purl.bioontology.org/ontology/LNC/51386-1
885006,% OTHER CELLS,% OTHER CELLS,51586-6,6,http://purl.bioontology.org/ontology/LNC/51586-6
16742003,NUCLEAR MEMBRANE PATTERN,NUCLEAR MEMBRANE PATTERN,54006-2,6,http://purl.bioontology.org/ontology/LNC/54006-2
11845077,HOMOCITRULLINE,HOMOCITRULLINE (CCH),55876-7,6,http://purl.bioontology.org/ontology/LNC/55876-7
9656019,"IODINE, PER GRAM OF CRT","IODINE, PER GRAM OF CRT",55928-6,6,http://purl.bioontology.org/ontology/LNC/55928-6
324003,CULIV,C COPPER  LIVER,56126-6,6,http://purl.bioontology.org/ontology/LNC/56126-6
8737150,"CHROMIUM, BLOOD","Q CHROMIUM, BLOOD",5619-2,6,http://purl.bioontology.org/ontology/LNC/5619-2
163686,CYANIDE,C CYANIDE,5634-1,6,http://purl.bioontology.org/ontology/LNC/5634-1
6108005,GOLD LVL,C GOLD LVL,5659-8,6,http://purl.bioontology.org/ontology/LNC/5659-8
8480015,Alpha Carotene,Alpha Carotene,56669-5,6,http://purl.bioontology.org/ontology/LNC/56669-5
8482014,Lutein,Lutein,56669-5,6,http://purl.bioontology.org/ontology/LNC/56669-5
4855736,Molybdenum Lvl,Molybdenum Level,5698-6,6,http://purl.bioontology.org/ontology/LNC/5698-6
4265001,"CHROMOSOME FISH, INTERPHASE","C CHROMOSOME FISH, INTERPHASE",57802-1,6,http://purl.bioontology.org/ontology/LNC/57802-1
164961,BACKUP ICTO TEST,C BACKUP ICTO TEST,58450-8,6,http://purl.bioontology.org/ontology/LNC/58450-8
