"PK_LAB_RESULT_ITEM_ID","LAB_RESULT_ITEM_CODE","LAB_RESULT_ITEM_DESCRIPTION","LOINC","LAB_RESULT_COUNT","obo","loinc.obo"
11841035,"CALCIUM","CALCIUM (CCH)","17861-6",458748,"CHEBI:22985","CHEBI:22985"
11841052,"DAT, ANTI-C3D","DAT, ANTI-C3D (CCH)","54410-6",472,NA,NA
11841053,"DIGOXIN","DIGOXIN (CCH)","10535-3",1353,"CHEBI:4551","CHEBI:4551"
11841076,"5-HIAA, URINE - MG/G","5-HIAA,URINE - MG/G (CCH)","44288-9",85,NA,NA
11841083,"BASE EXCESS ARTERIAL","ISTAT BASE EXCESS (CCH)","11555-0",9459,NA,NA
11841094,"MEAN CELLULAR HEMOGLOBIN","MCH (CCH)","785-6",490258,"CHEBI:35143","CHEBI:35143"
11841100,"% MONOCYTES MANUAL","MONOCTYE (CCH)","5905-5",46999,NA,NA
11841113,"ABS MYELOCTYE","ABS MYELOCTYE (CCH)","748-4",11178,NA,NA
11841128,"PREALBUMIN","PREALBUMIN (CCH)","14338-8",2982,NA,NA
11841136,"PROCALCITONIN","PROCALCITONIN (CCH)","33959-8",30025,NA,NA
11841137,"ABS PROMYELOCYTE","ABS PROMYELOCYTE (CCH)","781-5",2032,NA,NA
11841141,"NORM/PAT 0 MIN","NORM/PAT 0 MIN (CCH)","50008-2",136,NA,NA
11841148,"REPORT STATUS","REPORT STATUS (CCH)",NA,161,NA,NA
11841149,"RUBELLA IGG","RUBELLA IGG (CCH)","25514-1",2636,NA,NA
11841184,"TRANSFERRIN","TRANSFERRIN (CCH)","3034-6",1965,NA,NA
11841194,"ANSERINE, URINE","ANSERINE,URINE (CCH)","28596-5",8,NA,NA
11841200,"EPITH CELLS","EPITH CELLS (CCH)","50225-2",3,NA,NA
11841223,"PO2 VENOUS","PO2 VENOUS","2703-7",1820,"CHEBI:15379","CHEBI:15379"
11841223,"PO2 VENOUS","PO2 VENOUS","2703-7",1820,"CHEBI:15379","CHEBI:15379"
11841230,"ADIPIC ACID (URINE)","ADIPIC ACID (URINE) (CCH)","29859-6",16,NA,NA
11841234,"A LINOLENIC ACID C183W3","A-LINOLENIC ACID, C18:3W3 (CCH)","35164-3",10,NA,NA
11841247,"URINE FREE KAPPA LIGHT CHAINS","URINE FREE KAPPA LIGHT CHAINS (CCH)","38176-4",526,NA,NA
11841271,"COMPOSITION (STONE ANALYSIS)","COMPOSITION (STONE ANALYSIS) (CCH)","9795-6",816,NA,NA
11841272,"COMPLEMENT ACTIVITY, TOTAL EIA","COMPLEMENT ACTIVITY, TOTAL EIA (CCH)","4532-8",472,NA,NA
11841275,"C-PEPTIDE, SERUM OR PLASMA","C-PEPTIDE, SERUM OR PLASMA","1986-9",379,NA,NA
11841316,"HCV RNA QUANT REAL-TIME PCR","HCV RNA QUANT REAL-TIME PCR (CCH)",NA,2,NA,NA
11841322,"HIV-1 QNT (LOG COPY/ML)","HIV-1 QNT (LOG COPY/ML)","29541-0",68,NA,NA
11841324,"HIV-1 QNT BY PCR INTERP","HIV-1 QNT BY PCR INTERP","24013-5",68,NA,NA
11841344,"LACTATE DEHYDROGENAS","LD TOTAL (CCH)","14804-9",15,NA,NA
11841353,"META UF INTERP","META UF INTERP (CCH)","49283-5",71,NA,NA
11841386,"PROTEIN C, TOTAL ANTIGEN","PROTEIN C, TOTAL ANTIGEN (CCH)","27820-0",34,NA,NA
11841413,"TOXOPLASMA AB, IGG","TOXOPLASMA AB, IGG (CCH)","8039-0",57,NA,NA
11841421,"24HR URINE CREATININE","CREATININE (24 HOUR) (CCH)",NA,5,"CHEBI:16737",NA
11841424,"VACCENIC ACID C181W7","VACCENIC ACID, C18:1W7 (CCH)","35167-6",10,NA,NA
11842010,"24HR CREAT CL","24HR CREAT CL (CCH)","2164-2",121,NA,"CHEBI:16737"
11842019,"ALK-PHOSPHATASE OTHER CALC","ALK-PHOSPHATASE OTHER CALC (CCH)","26010-9",139,NA,NA
11842031,"BLOOD BANK PATHOLOGIST ESO","BLOOD BANK PATHOLOGIST ESO (CCH)",NA,6,NA,NA
11842049,"OXYGEN SATURATION","OXYGEN SATURATION (CCH)","71853-6",1136,"CHEBI:15379","CHEBI:15379"
11842065,"% MONOCYTES FLUID","FLD MONOCYTES (CCH)","10330-9",3419,NA,NA
11842068,"FIBRIN SPLIT PROD","FIBRIN SPLIT PROD (CCH)","3251-6",513,NA,NA
11842109,"MUCOUS","MUCOUS (CCH)","8247-9",11980,NA,NA
11842113,"MYELOCYTE","MYELOCYTE (CCH)","749-2",11540,NA,NA
11842130,"PCO2 ARTERIAL","PCO2 (CCH)","2019-8",1136,"CHEBI:16526","CHEBI:16526"
11842141,"RA TITER","RA TITER (CCH)","5299-3",239,NA,NA
11842174,"IRON BINDING","IRON BINDING (CCH)","2500-7",15549,NA,NA
11842208,"POTASSIUM URINE","URINE POTASSIUM (CCH)","2828-2",3142,"CHEBI:26217","CHEBI:26217"
11842211,"NITRITE","NITRITE (CCH)","50558-6",101186,"CHEBI:16301","CHEBI:16301"
11842222,"BICARBONATE","HCO3 (CCH)","14627-4",1821,NA,NA
11842225,"POTASSIUM","POTASSIUM (CCH)","32713-0",329,"CHEBI:26217","CHEBI:26217"
11842230,"ANTI CARDIOLIPIN IGM ANTIBODY","ANTI CARDIOLIPIN IGM ANTIBODY (CCH)","3182-3",425,NA,NA
11842246,"BETA-2-MICROGLOBULIN","BETA-2-MICROGLOBULIN, SERUM (CCH)","1952-1",106,NA,NA
11842251,"C1 ESTERASE INHIB FUNCTIONAL","C1 ESTERASE INHIB FUNCTIONAL (CCH)","10634-4",43,NA,NA
11842256,"CATE UF INTERP","CATE UF INTERP (CCH)","49256-1",51,NA,NA
11842261,"CERULOPLASMIN","CERULOPLASMIN (CCH)","2064-4",254,NA,NA
11842288,"DATE OF LAST MENSTRUAL PERIOD","DATE OF LAST MENSTRUAL PERIOD (CCH)","8665-2",167,NA,NA
11842290,"DPA C225W6","DPA, C22:5W6 (CCH)","35181-7",10,NA,NA
11842310,"G LINOLENIC ACID C183W6","G-LINOLENIC ACID, C18:3W6 (CCH)","35163-5",10,NA,NA
11842319,"HCV RNA LOG","HCV RNA LOG (CCH)",NA,10,NA,NA
11842352,"METHYLMALONIC ACID, SERUM","METHYLMALONIC ACID, SERUM (CCH)","13964-2",775,NA,NA
11842358,"MISCELLANEOUS TEST 1","MISCELLANEOUS TEST 1 (CCH)",NA,3498,NA,NA
11842364,"MYOGLOBIN, URINE","MYOGLOBIN, URINE (CCH)","2641-9",28,NA,NA
11842376,"PARIETAL CELL ANTIBODY, IGG","PARIETAL CELL ANTIBODY, IGG (CCH)","29963-6",66,NA,NA
11842388,"PROSTATE SPECIFIC ANTIGEN ULTRASENSITIVE","PSA ULTRASENSITIVE (CCH)","35741-8",197,NA,NA
11842396,"ROCKY MOUNTAIN SPOTTED FEVER IGM","ROCKY MOUNTAIN SPOTTED FEVER IGM (CCH)","5308-2",106,NA,NA
11842429,"VITAMIN C, PLASMA","VITAMIN C, PLASMA (CCH)","1903-4",18,NA,"CHEBI:21241"
11843007,"STATUS OF UNIT","STATUS OF UNIT (CCH)",NA,37496,NA,NA
11843010,"24 HR CA","24 HR CA (CCH)","18488-7",196,NA,"CHEBI:22985"
11843016,"# EOSINOPHILS","ABS EOSINOPHIL (CCH)","711-2",347974,NA,NA
11843020,"ALKALINE PHOSPHATASE","ALK PHOS (CCH)","6768-6",290617,NA,NA
11843031,"TRANSFUSION SERVICE ALERT","TRANSFUSION SERVICE ALERT (CCH)",NA,6,NA,NA
11843035,"C3, SERUM","C3, SERUM (CCH)","4485-9",1257,NA,NA
11843039,"CRYSTAL MORPHOLOGY","CRYSTAL MORPHOLOGY (CCH)","6825-4",235,NA,NA
11843060,"% BAND NEUTROPHILS FLUID","FLD BAND NEUTROPHIL (CCH)","13354-6",243,NA,NA
11843070,"GENTAMICIN, TROUGH","GENTAMICIN,TROUGH (CCH)","47109-4",179,NA,NA
11843088,"DRVVT 1TO1 MIX","DRVVT 1:1 MIX","50410-0",361,NA,NA
11843094,"BURR CELLS","BURR CELLS (CCH)","7790-9",14577,NA,NA
11843129,"PATIENT 0 MIN","PATIENT 0 MIN (CCH)","50008-2",136,NA,NA
11843145,"ABS RETICULOCTYE","ABS RETICULOCTYE (CCH)","60474-4",3753,NA,NA
11843159,"ALUMINUM","ALUMINUM (CCH)","5574-9",6,NA,NA
11843218,"VARICELLA-ZOSTER VIRUS AB, IGG","VARICELLA-ZOSTER VIRUS AB, IGG (CCH)","5403-1",485,NA,NA
11843223,"VON WILLEBRAND FACTOR AG","VON WILLEBRAND FACTOR AG (CCH)","27816-8",91,NA,NA
11843225,"WBC MORPHOLOGY","WBC MORPHOLOGY (CCH)","11156-7",85,NA,NA
11843233,"ALBUMIN (SERUM PROTEIN ELECTROPHORESIS)","ALBUMIN (SERUM PROTEIN ELECTROPHORESIS) (CCH)","1751-7",2704,"PR:000003918","PR:000003918"
11843247,"BK COPY/ML","BK COPY/ML (CCH)","48309-9",125,NA,NA
11843253,"CALCITONIN","CALCITONIN (CCH)","1992-7",27,NA,NA
11843282,"24HR URINE CREATININE","CREATININE, URINE - PER VOLUME (CCH)","20624-3",15,NA,NA
11930241,"PNEUMO AB TYPE 23 (23F)","PNEUMO AB TYPE 23 (23F)* (LC)",NA,182,NA,NA
11930250,"MI-2 ANTIBODIES","MI-2 ANTIBODIES* (LC)",NA,116,NA,NA
11930252,"PM-SCL 75","PM-SCL 75* (LC)",NA,60,NA,NA
11930267,"LDL PARTICLE NUMBER BY NMR","LDL-P (LC)",NA,709,NA,NA
11930268,"LDL PARTICLE SIZE","LDL SIZE (LC)","17782-4",733,NA,NA
11930278,"RESULT 2","RESULT 2 (LC)",NA,101,NA,NA
11930282,"ANTIMICROBIAL SUSCEPTIBILITY","ANTIMICROBIAL SUSCEPTIBILITY (LC)",NA,46,NA,NA
11930283,"ANTIMICROBIAL SUSCEPTIBILITY","ANTIMICROBIAL SUSCEPTIBILITY (LC)",NA,22,NA,NA
11930291,"AMIKACIN","AMIKACIN (LC)",NA,33,NA,NA
11930292,"CIPROFLOXACIN","CIPROFLOXACIN (LC)",NA,3,NA,NA
11930293,"TRIMETHOPRIM/SULFA","TRIMETHOPRIM/SULFA (LC)",NA,8,NA,NA
11930314,"B SOURCE","B SOURCE (Q)",NA,1514,NA,NA
11930319,"SVC %PRED","SVC %PRED",NA,367,NA,NA
11930339,"AMBIG ABBREV CMP14 DEFAULT","AMBIG ABBREV CMP14 DEFAULT",NA,30612,NA,NA
11930340,"AMBIG ABBREV LP DEFAULT","AMBIG ABBREV LP DEFAULT",NA,17640,NA,NA
11930343,"CONTAINER TYPE","CONTAINER TYPE (Q)",NA,2929,NA,NA
12129003,"pCO2 (T) Venous","pCO2 (T) Venous",NA,25619,"CHEBI:16526",NA
12138004,"INTERPRETATION SERPL IFE-IMP","INTERPRETATION SERPL IFE-IMP",NA,16,NA,NA
12231003,"C SOURCE (Q)","C SOURCE (Q)",NA,809,NA,NA
12267003,"C SOURCE","C SOURCE (Q)","31208-2",15,NA,NA
12348017,"Hepatitis E Quant, Source","Hepatitis E Quant, Source",NA,317,NA,NA
12348018,"Desipramine Dose","Desipramine Dose",NA,21,NA,NA
12367028,"T045-IGE ELM CEDAR","T045-IGE ELM CEDAR (LC)",NA,27,NA,NA
12367042,"IDL PARTICLE SUBFRACTIONS$ IDL, SMALL","IDL PARTICLE SUBFRACTIONS$IDL, SMALL (Q)",NA,2,NA,NA
12367045,"TRAMADOL N-DESMETHYL URINE","DESMETHYLTRAMADOL (Q)","18338-4",56,NA,NA
12368026,"HCV NS5B RESISTANCE ASSAY PDF","HCV NS5B RESISTANCE ASSAY PDF (LC)",NA,7,NA,NA
12368035,"RESULTS REVIEWED BY","RESULTS REVIEWED BY: (Q)",NA,79,NA,NA
12368042,"LDL, LARGE-B","LDL, LARGE-B (Q)",NA,2,NA,NA
12369049,"MICROALBUMIN CREATININE RATIO URINE","MICROALBUMIN/CREATININE$RATIO (Q)",NA,25,NA,NA
12380006,"TPMT Specimen","TPMT Specimen","31208-2",98,NA,NA
12387004,"MTHFR c.665C>T","MTHFR Mutation: c.665C>T","28005-7",215,NA,NA
12391003,"Buprenor, Mec","Buprenorphine, Meconium",NA,207,NA,NA
12431011,"MANUAL ABS NRBC","MANUAL ABS NRBC (CCH)",NA,2010,NA,NA
12433006,"ETHYL GLUCURONIDE SCREEN, UR","ETHYL GLUCURONIDE SCREEN, UR (LC)","55349-5",20,NA,NA
12434010,"BORDETELLA PERTUSSIS IGG IMMUNOBLOT PT100","B. PERTUSSIS, IGG IMMUNOBLOT PT100","20992-4",198,NA,NA
12434012,"HSV2 IGG INHIBITION, ELISA","HSV2 IGG INHIBITION,ELISA (Q)","43180-9",38,NA,NA
12435013,"NAME ON SPECIMEN","NAME ON SPECIMEN: (Q)",NA,239,NA,NA
12503004,"SPECIMEN","SPECIMEN (LC)","31208-2",442,NA,NA
12536007,"EER HEPATITIS C RNA QNT W/GENO REFLEX","EER HEPATITIS C RNA QNT W/GENO REFLEX (CCH)",NA,64,NA,NA
12537005,"E DIAGNOSIS","E DIAGNOSIS (Q)","22637-3",55,NA,NA
12538003,"C MICRO DESCRIPTION","C MICRO DESCRIPTION (Q)","22635-7",4,NA,NA
12538006,"E PROCEDURE","E PROCEDURE (Q)","29300-1",45,NA,NA
12586003,"Methylphenidate Quant, S/P","Methylphenidate Quant, S/P","3807-5",4,NA,NA
12586004,"Oxycodone Quant, S/P","Oxycodone Quant, S/P","3893-5",82,NA,NA
12587004,"Oxymorphone Quant, S/P","Oxymorphone Quant, S/P","60467-8",82,NA,NA
12590003,"Morphine Quant, S/P","Morphine Quant, S/P","3827-3",82,NA,NA
12590005,"Ritalinic Acid Quant, S/P","Ritalinic Acid Quant, S/P","32153-9",4,NA,NA
12601003,"LEPTIN, QUANT","LEPTIN, QUANT","21365-2",3,NA,NA
12604006,"CHOLESTEROL CALCULATED LOW DENSITY LIPOPROTEIN","LDL-C (LC)",NA,444,NA,NA
12631004,"Methamphetamine, S/P, Screen","Methamphetamine, S/P, Screen","3777-0",238,NA,NA
12631007,"Oxazepam, S/P, Quant","Oxazepam, S/P, Quant","59730-2",49,NA,NA
12631009,"Phencyclidine (PCP), S/P, Quant","Phencyclidine (PCP), S/P, Quant","3934-7",7,NA,NA
12632005,"Phencyclidine, S/P, Screen","Phencyclidine, S/P, Screen","8236-2",238,NA,NA
12632007,"Nordiazepam, S/P, Quant","Nordiazepam, S/P, Quant","3537-8",49,NA,NA
12634007,"Diazepam, S/P, Quant","Diazepam, S/P, Quant","3548-5",49,NA,NA
12634008,"Alprazolam, S/P, Quant","Alprazolam, S/P, Quant","3312-6",49,NA,NA
12635004,"Barbiturates, S/P, Screen","Barbiturates, S/P, Screen","20421-4",238,NA,NA
12635007,"Temazepam, S/P, Quant","Temazepam, S/P, Quant","10343-2",49,NA,NA
12639005,"OXYCODONE SERUM QUANTITATION","OXYCODONE QNT S/P","3893-5",11,NA,NA
12640004,"OXYMORPHONE QNT S/P","OXYMORPHONE QNT S/P","60467-8",11,NA,NA
12648003,"SLDLP","Small LDL P","43727-7",357,NA,NA
12706005,"ALLERGEN ASPERGILLUS FUMIGATUS","ALLERGEN ASPERGILLUS FUMIGATUS",NA,193,NA,NA
12706007,"ALLERGEN PHOMA BETAE","ALLERGEN PHOMA BETAE",NA,137,NA,NA
12707003,"ALLERGEN CAT EPITHELIUM & DANDER","ALLERGEN CAT EPITHELIUM & DANDER",NA,190,NA,NA
12707008,"ALLERGEN AMERICAN BEECH TREE","ALLERGEN AMERICAN BEECH TREE",NA,183,NA,NA
12707009,"ALLERGEN OAK TREE","ALLERGEN OAK TREE",NA,187,NA,NA
12707010,"ALLERGEN WHITE ASH TREE","ALLERGEN WHITE ASH TREE",NA,185,NA,NA
12708007,"ALLERGEN PENICILLIUM NOTATUM","ALLERGEN PENICILLIUM NOTATUM",NA,186,NA,NA
12708008,"ALLERGEN BIRCH TREE","ALLERGEN BIRCH TREE",NA,190,NA,NA
12709003,"HEXOSAMINIDASE A TOTOAL","HEXOSAMINIDASE A TOTAL","50759-0",4,NA,NA
12709007,"ALLERGEN HELMINTHOSPORIUM","ALLERGEN HELMINTHOSPORIUM",NA,178,NA,NA
12710004,"ALLERGEN ORCHARD GRASS/COCKSFOOT","ALLERGEN ORCHARD GRASS/COCKSFOOT",NA,182,NA,NA
12710006,"ALLERGEN CEPHALOSPORIUM","ALLERGEN CEPHALOSPORIUM",NA,181,NA,NA
12710008,"ALLERGEN ALDER TREE","ALLERGEN ALDER TREE",NA,138,NA,NA
12745003,"DRAW SITE","DRAW SITE","20506-2",32438,NA,NA
12769003,"MDMA, S/P, Quant","MDMA, S/P, Quant","18356-6",18,NA,NA
12776004,"ADALIMUMAB ACTIVITY","ADALIMUMAB ACTIVITY","74117-3",61,NA,NA
12859003,"HPV.(dsDNA) (HPV 18)","HPV.(dsDNA) (HPV 18)",NA,60584,NA,NA
13042011,"FETAL FRACTION (%)","FETAL FRACTION (%):",NA,4363,NA,NA
13044010,"LIPID PANEL(LC)","LIPID PANEL(LC)",NA,2,NA,NA
13119005,"Pregabalin, S/P","Pregabalin, S/P","47414-8",42,NA,NA
13195003,"BACTERIA ISLT CULT","BACTERIA ISLT CULT",NA,3,NA,NA
13211004,"Dabigatran","Dabigatran",NA,15,NA,NA
13251003,"Wh Bd Glu Cap","Wh Bd Glu Cap",NA,8141,NA,NA
13251004,"Sodium Cap","Sodium Cap",NA,8412,"CHEBI:26712",NA
13262009,"SRA, Unfractionated Heparin, Interp.","SRA, Unfractionated Heparin, Interp.","66488-8",4,NA,NA
13311025,"BARBITURATES, S/P, SCREEN","BARBITURATES, S/P, SCREEN","20421-4",44,NA,NA
13311026,"OXYCODONE, S/P, SCREEN","OXYCODONE, S/P, SCREEN","13576-4",44,NA,NA
13313022,"ERRONEOUS","ERRONEOUS RECORD",NA,29,NA,NA
13313023,"POTASSIUM CAP","POTASSIUM CAP",NA,281,"CHEBI:26217",NA
13313027,"METHADONE, S/P, QUANT","METHADONE, S/P, QUANT","3772-1",2,NA,NA
13314016,"O2HB CAP","O2HB CAP",NA,246,NA,NA
13315025,"ALPHA-HYDROXYMIDAZOLAM, S/P, QUANT","ALPHA-HYDROXYMIDAZOLAM, S/P, QUANT",NA,5,NA,NA
13343003,"Cortisol, Free.","Cortisol, Free by ED/LC-MS/MS","2145-1",701,NA,NA
13409005,"HHV8 Quant, Source","HHV8 Quant, Source","31208-2",149,NA,NA
13410005,"HHV8 Quant, Copy/mL","HHV8 Quant, Copy/mL","49404-7",150,NA,NA
13463004,"HHV8 QUANT PCR,  INTERP","HHV8 QUANT PCR,  INTERP",NA,24,NA,NA
13791003,"BUPROPIONLVL","BUPROPION DOSE FREQUENCY",NA,2,NA,NA
13794003,"BUPROPION TYPE OF DRAW","BUPROPION TYPE OF DRAW",NA,2,NA,NA
11845132,"PERFORMING LAB","PERFORMING LAB (CCH)",NA,19655,NA,NA
11845134,"POLYSEGNEUTROPHIL","POLYSEGNEUTROPHIL (CCH)","765-8",4,NA,NA
11845136,"PROGESTERONE","PROGESTERONE (CCH)","2839-9",423,NA,NA
11845143,"RDW","RDW (CCH)","788-0",490258,NA,NA
11845154,"SPECIMEN SOURCE","SPECIMEN SOURCE (CCH)",NA,2157,NA,NA
11845201,"GLUTAMINE, URINE","GLUTAMINE,URINE (CCH)","30056-6",8,NA,NA
11845205,"HISTIDINE, URINE","HISTIDINE,URINE (CCH)","30047-5",8,NA,NA
11845208,"UA KETONES","KETONE (CCH)","57734-6",101189,"CHEBI:17087","CHEBI:17087"
11845212,"UA PH","PH (CCH)","50560-2",101187,NA,NA
11845213,"UA PROTEIN","PROTEIN (CCH)","57735-3",101189,"CHEBI:36080","CHEBI:36080"
11845222,"CHOLESTEROL VERY LOW DENSITY LIPOPROTEIN CALCULATE","VLDL CHOL (CCH)","13458-5",66238,NA,NA
11845237,"APC RESISTANCE PANEL","APC RESISTANCE PANEL (CCH)","13590-5",23,NA,NA
11845247,"URINE FREE LAMBDA EXCRETION/DAY","URINE FREE LAMBDA EXCRETION/DAY (CCH)","38169-9",526,NA,NA
11845267,"CALCULI NUMBER","CALCULI NUMBER (CCH)","9800-4",816,NA,NA
11845286,"DHEA SULFATE, SERUM","DHEA SULFATE, SERUM (CCH)","2191-5",282,NA,NA
11845287,"DIPTHERIA AB, IGG","DIPTHERIA AB, IGG (CCH)","13227-4",34,NA,NA
11845291,"DTA C224W6","DTA, C22:4W6 (CCH)","35182-5",10,NA,NA
11845300,"ENTEROVIRUS SOURCE","ENTEROVIRUS SOURCE (CCH)","31208-2",20,NA,NA
11845310,"GLUTAMIC ACID DECARBOXYLASE AB","GLUTAMIC ACID DECARBOXYLASE AB (CCH)","56540-8",150,NA,NA
11845331,"IMMUNOGLOBULINS A","IMMUNOGLOBULIN A, TOTAL (CCH)","2458-8",4826,NA,NA
11845357,"RACE (RACE OF MOTHER)","RACE (RACE OF MOTHER) (CCH)","21484-1",169,NA,NA
11845379,"DOCTOR NAME","DOCTOR NAME (CCH)",NA,104,NA,NA
11845384,"24HR URINE CREATININE","CREATININE, URINE MG/DL PORPHOBILINOGEN (CCH)","20624-3",18,NA,NA
11845403,"SPECIMEN","SPECIMEN (CCH)","19151-0",281,NA,NA
11845405,"SSA (RO) ENA AB, IGG","SSA 52 (RO) ENA AB, IGG (CCH)","29964-4",993,NA,NA
11845408,"TACROLIMUS","TACROLIMUS (CCH)","11253-2",2522,NA,"CHEBI:61049"
11845418,"TISSUE TRANSGLUTAMINASE AB, IGA","TISSUE TRANSGLUTAMINASE AB, IGA (CCH)","46128-5",2119,NA,NA
11845419,"URINE TOTAL VOLUME","TOTAL VOLUME 5-HIAA (CCH)","19153-6",160,NA,NA
11845420,"TOTAL W3","TOTAL W3 (CCH)","35178-3",10,NA,NA
11877006,"CHOLESTEROL NASH","NASH CHOLESTEROL, TOTAL","2093-3",17,NA,"CHEBI:16113"
11878003,"NASH FIBROSIS STAGE","NASH FIBROSIS STAGE",NA,17,NA,NA
11878006,"GLUCOSE","NASH GLUCOSE, SERUM","2345-7",17,"CHEBI:17234","CHEBI:17234"
11879003,"NASH STEATOSIS SCORE","NASH STEATOSIS SCORE",NA,17,NA,NA
11879006,"NASH TRIGLYCERIDES","NASH TRIGLYCERIDES",NA,17,NA,NA
11879007,"NASH LIMITATIONS","NASH LIMITATIONS","8251-1",17,NA,NA
11911024,"EPINEPHRINE","EPINEPHRINE (Q)",NA,4,NA,NA
11911027,"NEUTROPHILS, %","NEUTROPHILS, % (Q)",NA,59,NA,NA
11911067,"HEPATITIS BE ANTIBODY","HEPATITIS BE ANTIBODY (Q)",NA,8,NA,NA
11911073,"CHOLESTEROL HIGH DENSITY LIPOPROTEIN","HDL CHOLESTEROL (Q)","2085-9",1166,"CHEBI:47775","CHEBI:47775"
11911099,"PTT","PARTIAL THROMBOPLASTIN TIME, ACTIVATED (Q)",NA,91,NA,NA
11911112,"IGF I, LC/MS","IGF I, LC/MS (Q)",NA,12,NA,NA
11911121,"VITAMIN B6","VITAMIN B6 (Q)",NA,17,NA,NA
11911128,"CLIENT CONTACT","CLIENT CONTACT: (Q)",NA,3811,NA,NA
11911150,"CALCIUM URINE","CALCIUM, 24 HOUR URINE (Q)","18488-7",65,"CHEBI:22985","CHEBI:22985"
11911163,"CLASS","CLASS (Q)",NA,2,NA,NA
11911196,"CLASS","CLASS (Q)",NA,2,NA,NA
11911199,"ALLERGEN CASHEW NUT IGE","CASHEW NUT (F202) IGE   (Q)",NA,3,NA,NA
11911249,"CLASS","CLASS (Q)",NA,4,NA,NA
11911255,"CLASS","CLASS (Q)",NA,3,NA,NA
11911273,"PROTEIN","PROTEIN (Q)",NA,417,"CHEBI:36080",NA
11911358,"LYMPHOCYTES, %","LYMPHOCYTES, % (Q)",NA,15,NA,NA
11911451,"ABSOLUTE CD8","ABSOLUTE CD8+ CELLS (Q)",NA,40,NA,NA
11911479,"IMMUNOGLOBULIN G, SERUM","IMMUNOGLOBULIN G, SERUM (Q)",NA,7,NA,NA
11911524,"58 KD (IGG) BAND","58 KD (IGG) BAND (Q)",NA,55,NA,NA
11911535,"GLIADIN (DEAMIDATED) AB (IGG)","GLIADIN (DEAMIDATED) AB (IGG) (Q)","20496-6",8,NA,NA
11911564,"REPORTED ETHNICITY","REPORTED ETHNICITY (Q)",NA,65,NA,NA
11911630,"KAPPA LIGHT CHAIN FREE","KAPPA LIGHT CHAIN FREE (Q)",NA,420,NA,NA
11911639,"SOURCE","SOURCE (Q)",NA,14,NA,NA
11911704,"FREE TESTOSTERONE (Q)","TESTOSTERONE, FREE (Q)","2991-8",5,NA,NA
11911713,"REVIEW CYTOTECHNOLOGIST","REVIEW CYTOTECHNOLOGIST: (Q)",NA,207,NA,NA
11911745,"SURESWAB(R) TRICHOMONAS VAGINALIS RNA, QL, TMA","SURESWAB(R) TRICHOMONAS VAGINALIS RNA, QL, TMA (Q)",NA,284,NA,NA
11911759,"H-HCG, SERUM","H-HCG, SERUM (Q)",NA,27,NA,NA
11911760,"TRIGLYCERIDES FLUID","TRIGLYCERIDES (Q)","12228-3",6,NA,NA
11911769,"INTERPRETATION","INTERPRETATION (Q)",NA,340,NA,NA
11911790,"REFERRING PHYSICIAN PHONE","REFERRING PHYSICIAN PHONE (Q)",NA,3807,NA,NA
11911796,"PAPP-A MOM","PAPP-A MOM (Q)",NA,7,NA,NA
11911815,"HYDROMORPHONE","HYDROMORPHONE (Q)",NA,29,NA,NA
11911857,"HISTAMINE RELEASE (CHRONIC URTICARIA)","HISTAMINE RELEASE (CHRONIC URTICARIA) (Q)","55141-6",17,NA,NA
11911919,"INTERPRETATION","INTERPRETATION: (Q)",NA,3,NA,NA
11911972,"NUMBER OF MARKERS","NUMBER OF MARKERS: (Q)",NA,169,NA,NA
11911992,"EVEROLIMUS, BLOOD","EVEROLIMUS, BLOOD (Q)",NA,26,NA,NA
11912015,"CLASS","CLASS (Q)",NA,4,NA,NA
11912062,"P-HEMOGLOBIN","HEMOGLOBIN, FREE, PLASMA (Q)",NA,3,NA,NA
11912063,"5-HIAA, 24 HOUR URINE","5-HIAA, 24 HOUR URINE (Q)",NA,5,NA,NA
11912066,"INSULIN","INSULIN (Q)",NA,28,NA,NA
11912069,"LD","LD (Q)",NA,132,NA,NA
11912105,"RH TYPE2","RH TYPE (Q)",NA,138,NA,NA
11912155,"BARBITURATES","BARBITURATES (Q)",NA,22,NA,NA
11912156,"METHAQUALONE","METHAQUALONE (Q)",NA,22,NA,NA
11912159,"ALCOHOL, ETHYL (U)","ALCOHOL, ETHYL (U) (Q)",NA,5,NA,NA
11912162,"TIMOTHY GRASS (G6) IGE","TIMOTHY GRASS (G6) IGE (Q)",NA,4,NA,NA
11912172,"CLASS","CLASS (Q)",NA,2,NA,NA
11912179,"BEECH (T5) IGE","BEECH (T5) IGE (Q)",NA,3,NA,NA
11912180,"CLASS","CLASS (Q)",NA,5,NA,NA
11921974,"AMPHETAMINES SCREEN, URINE","AMPHETAMINES SCREEN, URINE (LC)",NA,14,NA,NA
11922039,"SEROTYPE 14 (14)","SEROTYPE 14 (14) (Q)","85991-8",7,NA,NA
11922059,"HLA B5701 TYPING","HLA B*5701 TYPING (Q)",NA,3,NA,NA
11922083,"RPR SCREEN","RPR (DX) W/REFL TITER AND CONFIRMATORY TESTING (Q)",NA,85,NA,NA
11922094,"(ALWAYS MESSAGE)","(ALWAYS MESSAGE) (Q)",NA,2,NA,NA
11922202,"REVIEWED BY","REVIEWED BY (Q)",NA,11,NA,NA
