PK_ORDER_ITEM_ID,count,assembled,cbc.bool,platelet.bool,diff.bool,electronic.diff.bool,automated.bool,manual.bool,blood.gas.bool,abl90.bool,gem.bool,arterial.bool,venous.bool,vented.bool,whole.blood.bool,hematocrit.bool,electrolyes.bool,ekg.bool,electrophoresis.bool,reticulocyte.bool,count.bool,bmp.bool,cmp.bool,hemaglobin.bool,hemoglobin.bool,coox.bool,a1c.bool,vitamin.bool,urine.bool,protime.bool,ptt.bool,protein.bool,crp.bool,cardiac.bool,neonatal.bool,liver.bool,fibrinogen.bool,glucose.bool,gtt.bool,csf.bool,fasting.bool,antibody.bool,bodily.fluid.bool,plasma.bool,serum.bool,poc.bool,phosphorous.bool,ph.bool,osmolarity.bool,creatinine.bool,ck.bool,twentyfour.bool,bilirubin.bool,total.bool,free.bool,direct.bool,indirect.bool,abo.bool,gfr.bool,level.bool,confirm.bool,screen.bool,reflex.bool,estimated.bool,lipid.bool,peak.bool,trough.bool,random.bool,cholesterol.bool,any.dl.bool,pulm.test.bool,spiro.bool,ORDER_ITEM_CODE,ORDER_ITEM_DESCRIPTION,ORDER_ITEM_TYPE,ORDER_ITEM_PRIMARY_TYPE,ORDER_ITEM_PRIMARY_TYPE_NONSTD
620549,15,Phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,,,1,,,,,,,,,,,,,Phosphate,MCODES_Phosphorus Level HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
975627,2,Osmolality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,OSM,OSM,General Lab,LABORATORY,Laboratory
979720,2,Osmolality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,OSM,Osmolality,General Lab,LABORATORY,Laboratory
594007,14,Creatine Kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,C1000120,CREATINE KINASE,LAB BLOOD ORDERABLES,LABORATORY,Lab
602882,139,Creatinine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,C0250350,CREATININE (HEMONC),LAB BLOOD ORDERABLES,LABORATORY,Lab
973826,134,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,CREAD60,Creatinine (DT60 in Hmnc),General Lab,LABORATORY,Laboratory
976730,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"Inpatient Profile (CO2, Creat, Na, K)","Inpatient Profile (CO2, Creat, Na, K)",General Lab,LABORATORY,Laboratory
975730,9,Creatinine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,CREA,Creatinine,General Lab,LABORATORY,Laboratory
595089,6,Creatineine clearance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,C1000273,CREATININE CLEARANCE,LAB URINE ORDERABLES,LABORATORY,Lab
979742,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,"Inpatient Profile (CO2, Creat, Na, K)",P4,General Lab,LABORATORY,Laboratory
943272,1,Creatinine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,NCRE,CREATININE (CRITICAL CARE LAB),LAB BLOOD ORDERABLES,LABORATORY,Lab
977602,18,Creatine Kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,CK,Creatine Kinase,General Lab,LABORATORY,Laboratory
977393,10,Creatine Kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,CK,CK,General Lab,LABORATORY,Laboratory
975602,2,Creatine Kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,CK,CK,General Lab,LABORATORY,Laboratory
626969,1,Creatine Kinase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Creatine Kinase,LEAN Creatine Kinase,Lab LEAN Collect RN,LABORATORY,Diagnostic
977708,11,Urine total volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,_UTV,_U24 Total Volume,General Lab,LABORATORY,Laboratory
981120,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,U24 UN,UUN,General Lab,LABORATORY,Laboratory
602883,9,"Bilirubin, direct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,1000190,"DIRECT BILIRUBIN GROUP (INCLUDES TOTAL, DIRECT, AND INDIRECT)",LAB BLOOD ORDERABLES,LABORATORY,Lab
614289,1,"Bilirubin, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,Total Bilirubin,MCODES_Total Bilirubin HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
977909,6,"Bilirubin, direct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,DBIL Group,Direct Bilirubin Group,General Lab,LABORATORY,Laboratory
627040,4,"Bilirubin, direct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,Direct Bilirubin (D BILI),LEAN Direct Bilirubin (D BILI),Lab LEAN Collect RN,LABORATORY,Diagnostic
1093860,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,Free/Total PSA,Free/Total PSA,General Lab,LABORATORY,Laboratory
975431,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,CA,Calcium Level Total,General Lab,LABORATORY,Laboratory
977399,5,"Cholesterol, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,CHOL,Cholesterol Total,General Lab,LABORATORY,Laboratory
979723,23,T3 total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,T3,T3 Total,General Lab,LABORATORY,Laboratory
979978,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,PSA Total,Prostate Specific Antigen Total,General Lab,LABORATORY,Laboratory
593546,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,C3501830,"TESTOSTERONE, TOTAL",LAB BLOOD ORDERABLES,LABORATORY,Lab
594998,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,C3530064,PSA TOTAL,LAB BLOOD ORDERABLES,LABORATORY,Lab
593232,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,80162,CHG DRUG SCREEN QUANTITATIVE DIGOXIN TOTAL,LABORATORY,LABORATORY,Lab
600712,3,Total iron binding capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Q7573,QUEST TOTAL IRON BINDING CAPACITY,QUEST/LABCORP LAB,LABORATORY,Lab
978526,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,PHCYS,Homocysteine Total,General Lab,LABORATORY,Laboratory
983209,2,CD19+ (total B cells),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Total B Cells (CD19+),.Total B Cells (CD19+),Helix,LABORATORY,NA
1060468,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,IgE Total,"Immunoglobulin E (IgE), Total",General Lab,LABORATORY,Laboratory
980056,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,TESTO,"Testosterone, Total",General Lab,LABORATORY,Laboratory
979266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,FREEDIL,Phenytoin Level Free,General Lab,LABORATORY,Laboratory
977959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,FrTesto,Testosterone Level Free,General Lab,LABORATORY,Laboratory
937200,12,Thyroid stimulating hormone with reflex free T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,TSHFT4,TSH W REFLEX FREE T4,LAB BLOOD ORDERABLES,LABORATORY,Lab
976447,10,Thyroid stimulating hormone with reflex free T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,TSHrFT4,TSH reflex Free T4,General Lab,LABORATORY,NA
976152,26,"T4, free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,F T4,Free T4,General Lab,LABORATORY,Laboratory
593550,13,"T4, free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,C3501710,FREE THYROXINE,LAB BLOOD ORDERABLES,LABORATORY,Lab
980024,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,z9FPSA,z9PSA Free,General Lab,LABORATORY,NA
976256,4,T3 free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,T3 Free,T3 Free,General Lab,LABORATORY,Laboratory
595297,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,C9041387,"TESTOSTERONE, FREE",LAB BLOOD ORDERABLES,LABORATORY,Lab
595026,3,T3 free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,C9041360,FREE T3,LAB BLOOD ORDERABLES,LABORATORY,Lab
600376,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,C9041386,TESTOSTERONE FREE FEMALE/CHILD,LAB BLOOD ORDERABLES,LABORATORY,Lab
980704,1,Thyroid stimulating hormone with reflex free T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,TSHrFT4,TSHrFree T4,General Lab,LABORATORY,NA
975040,1,"Cholesterol, LDL direct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,dirLDL,"LDL Direct, Cholesterol",General Lab,LABORATORY,Laboratory
594409,5,"Cholesterol, LDL direct",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,LDLDRCT,DIRECT LDL,LABORATORY,LABORATORY,Lab
988383,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,ALSRENDIR,Aldosterone/Renin Direct,General Lab,LABORATORY,NA
983010,125,ABO blood group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,ABO Confirm HUP,AT-HUP,Blood Bank,LABORATORY,Laboratory
981021,43,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,ABORh Confirm PPMC,AT-PPMC,Blood Bank,LABORATORY,Laboratory
982689,5,ABO blood group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,zzABO Confirm PPMC,zzAT-PPMC,Blood Bank,LABORATORY,Laboratory
980941,850,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,ABORh HUP,ABORh Type HUP,Blood Bank,LABORATORY,Laboratory
980840,122,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,ABORh PPMC,ABORh PPMC,Blood Bank,LABORATORY,Laboratory
983513,10,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,zzABORh PPMC,zzABORh Type PPMC,Blood Bank,LABORATORY,Laboratory
981145,6,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,_Post ABORh HUP,_Post ABORh HUP,Blood Bank,LABORATORY,Laboratory
983273,3,ABO blood group with Rh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,ABORh PAH,ABORh Type PAH,Blood Bank,LABORATORY,Laboratory
978099,511,"Glomerular filtration rate, estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,GFR-EST,GFR-EST,General Lab,LABORATORY,Laboratory
602837,302,"Glomerular filtration rate, estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,CM200004,GLOMERULAR FILTRATION RATE-ESTIMATED,LAB BLOOD ORDERABLES,LABORATORY,Lab
978112,10,"Glomerular filtration rate, estimated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,GFR-EST,Glomerular Filtration Rate - Estimated,General Lab,LABORATORY,Laboratory
980679,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,TOBP,Tobramycin Level Peak,General Lab,LABORATORY,Laboratory
980198,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,VNLT,Vancomycin Level Trough,General Lab,LABORATORY,Laboratory
980570,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,TOBT,Tobramycin Level Trough,General Lab,LABORATORY,Laboratory
593252,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,80299F,RANDOM VANCOMYCIN LEVEL,LAB BLOOD ORDERABLES,LABORATORY,Lab
979389,1244,Magnesium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,MAG,Magnesium Level,General Lab,LABORATORY,Laboratory
980454,573,Tacrolimus level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,TAC,Tacrolimus Level,General Lab,LABORATORY,NA
978842,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,LIP,Lipase Level,General Lab,LABORATORY,Laboratory
619260,36,Tacrolimus level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Tacrolimus Level,LEAN Tacrolimus Level,Lab LEAN Collect RN,LABORATORY,Diagnostic
977814,30,Chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,NCL,Chloride Level CC Lab,General Lab,LABORATORY,Laboratory
977147,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Alb,Albumin Level,General Lab,LABORATORY,Laboratory
608803,17,Magnesium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Magnesium Level,MCODES_Magnesium Level HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
976743,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,AMY,Amylase Level,General Lab,LABORATORY,Laboratory
977802,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,DIG,Digoxin Level,General Lab,LABORATORY,Laboratory
614401,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Calcium,MCODES_Calcium Level HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
978612,8,Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,FE,Iron Level,General Lab,LABORATORY,Laboratory
974266,5,Folate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,FOL,Folate Level,General Lab,LABORATORY,Laboratory
977258,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,AMMONIA,Ammonia Level,General Lab,LABORATORY,Laboratory
979918,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,K,Potassium Level,General Lab,LABORATORY,Laboratory
973789,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Cu,Copper Level,General Lab,LABORATORY,NA
977167,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,IONCA,Calcium Level Ionized,General Lab,LABORATORY,Laboratory
980191,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,VAL,Valproic Acid Level,General Lab,LABORATORY,Laboratory
980993,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Zn,Zinc Level,General Lab,LABORATORY,NA
621050,1,Sodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Sodium Level,MCODES_Sodium Level HUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
604025,1,T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,T4ONLY,T4 LEVEL ONLY,LAB BLOOD ORDERABLES,LABORATORY,Lab
977246,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,AMOID,Amiodarone Level,General Lab,LABORATORY,NA
975956,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,ETOH,Ethanol Level,General Lab,LABORATORY,Laboratory
979210,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Kepp,Keppra Level,General Lab,LABORATORY,Laboratory
612165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Potassium Level,MCODES_Potassium Level HHUP/PPMC,Lab HUP/PPMC/PAH,LABORATORY,Diagnostic
980282,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Selenm,Selenium Level,General Lab,LABORATORY,Laboratory
978604,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,HIV,HIV Ag/Ab combination screen with reflex to confirmation,General Lab,LABORATORY,Laboratory
990175,4,"Lipid panel, reflex LDL, total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,LIPrDLDL,Lipid Panel reflex DirLDL,General Lab,LABORATORY,NA
594733,494,Lipid screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,C1010347,LIPID SCREEN,LAB BLOOD ORDERABLES,LABORATORY,Lab
976947,336,Lipid panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,LIPID,Lipid Panel,General Lab,LABORATORY,Laboratory
978766,10,Lipid panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,LIPID,LIPID,General Lab,LABORATORY,Laboratory
978771,9,Lipid panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,LIPID,LIPP,General Lab,LABORATORY,Laboratory
979696,8,Lipid panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,LIPID,OLIPP,General Lab,LABORATORY,Laboratory
601437,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,C9050050,ULTRA CENTRIFUGATION FOR LIPID,LAB BLOOD ORDERABLES,LABORATORY,Lab
594278,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,C9050005,ULTRA CENTRIFUGATION FOR LIPID,LABORATORY,LABORATORY,Lab
593254,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,C7001150,TOBRAMYCIN TROUGH,LAB BLOOD ORDERABLES,LABORATORY,Lab
593257,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,C7001110,VANCOMYCIN TROUGH,LAB BLOOD ORDERABLES,LABORATORY,Lab
980348,39,Vitamin E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,RDM VNL,VNL Random,General Lab,LABORATORY,Laboratory
979874,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,RDM TOB,TOB Random,General Lab,LABORATORY,Laboratory
976758,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,RDM ANL,Amikacin Random,General Lab,LABORATORY,Laboratory
980621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,RDM VNL,Vanco Random PAH,General Lab,LABORATORY,Laboratory
594342,10,"Cholesterol, HDL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,C1000227,HIGH DENSITY CHOLESTEROL,LAB BLOOD ORDERABLES,LABORATORY,Lab
593127,25,Cholesterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,C1000090,CHOLESTEROL,LAB BLOOD ORDERABLES,LABORATORY,Lab
1226261,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,PROC6904,PULMONARY REHAB & CONDITIONING,PROCEDURES,PROCEDURES,Procedures
601989,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,PULM04,PULMONARY REHAB & CONDITIONING,PROCEDURES,PROCEDURES,Procedures
601986,368,Pulmonary function testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,PFT,PULMONARY FUNCTION TESTING,PROCEDURES,PROCEDURES,Procedures
1226045,22,Pulmonary function testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,PROC6903,PULMONARY FUNCTION TESTING,PROCEDURES,PROCEDURES,Procedures
