PartNumber,PartDisplayName,label.axiom,text.for.label,pure.obo,single.term,iris,PartTypeName,Status,note,o
LP16158-5,Haloperidol,'haloperidol',haloperidol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5613,COMPONENT,ACTIVE,NA,haloperidol
LP16411-8,Haptoglobin,'haptoglobin',haptoglobin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000008725,COMPONENT,ACTIVE,NA,haptoglobin
LP19717-5,HBA1 gene,'HBA1',HBA1,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003039,COMPONENT,ACTIVE,NA,HBA1
LP19719-1,HBB gene,'HBB',HBB,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003043,COMPONENT,ACTIVE,NA,HBB
LP17332-5,Heinz bodies,'Heinz bodies',Heinz bodies,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0020082,COMPONENT,ACTIVE,NA,Heinz bodies
LP16707-9,Helicobacter pylori,'Helicobacter pylori',Helicobacter pylori,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_210,COMPONENT,ACTIVE,NA,Helicobacter pylori
LP14451-6,Hemoglobin A2,'Hemoglobin A2',Hemoglobin A2,TRUE,TRUE,http://purl.obolibrary.org/obo/FMA_72160,COMPONENT,ACTIVE,NA,Hemoglobin A2
LP16428-2,Hemoglobin F,'Hemoglobin F',Hemoglobin F,TRUE,TRUE,http://purl.obolibrary.org/obo/FMA_72159,COMPONENT,ACTIVE,NA,Hemoglobin F
LP16466-2,Hemosiderin,'Hemosiderin',Hemosiderin,TRUE,TRUE,http://purl.obolibrary.org/obo/FMA_62294,COMPONENT,ACTIVE,NA,Hemosiderin
LP14400-3,Hepatitis C virus,'Hepacivirus C',Hepacivirus C,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11103,COMPONENT,ACTIVE,NA,Hepacivirus C
LP14306-2,Hepatitis B virus,'Hepatitis B virus',Hepatitis B virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10407,COMPONENT,ACTIVE,NA,Hepatitis B virus
LP220402-4,Hepatitis C virus genotype 1,'Hepatitis C virus genotype 1',Hepatitis C virus genotype 1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_41856,COMPONENT,ACTIVE,NA,Hepatitis C virus genotype 1
LP16711-1,Hepatitis D virus,'Hepatitis delta virus',Hepatitis delta virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12475,COMPONENT,ACTIVE,NA,Hepatitis delta virus
LP18317-5,Hepatitis E virus,'Hepatitis E virus',Hepatitis E virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12461,COMPONENT,ACTIVE,NA,Hepatitis E virus
LP16708-7,Hepatitis A virus,'Hepatovirus A',Hepatovirus A,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12092,COMPONENT,ACTIVE,NA,Hepatovirus A
LP16107-2,Diamorphine,'heroin',heroin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27808,COMPONENT,ACTIVE,NA,heroin
LP15768-2,Palmitate (C16:0),'hexadecanoate',hexadecanoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_7896,COMPONENT,ACTIVE,NA,hexadecanoate
LP33063-6,Hexadecenoate (C16:1w9),'hexadecenoate',hexadecenoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_78095,COMPONENT,ACTIVE,NA,hexadecenoate
LP19724-1,HFE gene,'HFE',HFE,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003077,COMPONENT,ACTIVE,NA,HFE
LP15489-5,Cholesterol in HDL,'high-density lipoprotein cholesterol',high-density lipoprotein cholesterol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47775,COMPONENT,ACTIVE,NA,high-density lipoprotein cholesterol
LP15708-8,Lipoprotein.alpha,'high-density lipoprotein',high-density lipoprotein,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_39025,COMPONENT,ACTIVE,NA,high-density lipoprotein
LP15636-1,Histamine,'histamine',histamine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18295,COMPONENT,ACTIVE,NA,histamine
LP15637-9,Histidine,'histidine',histidine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_27570,COMPONENT,ACTIVE,NA,histidine
LP18378-7,Histiocytes,'Histiocyte',Histiocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/FMA_83585,COMPONENT,ACTIVE,NA,Histiocyte
LP16714-5,Histone,'histone',histone,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000041244,COMPONENT,ACTIVE,NA,histone
LP16650-1,Histoplasma capsulatum,'Histoplasma capsulatum',Histoplasma capsulatum,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_5037,COMPONENT,ACTIVE,NA,Histoplasma capsulatum
LP17016-4,Lobster (Homarus gammarus),'Homarus gammarus',Homarus gammarus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_6707,COMPONENT,ACTIVE,NA,Homarus gammarus
LP14977-0,Homocysteine,'homocysteine',homocysteine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17230,COMPONENT,ACTIVE,NA,homocysteine
LP15641-1,Homocystine,'homocystine',homocystine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17485,COMPONENT,ACTIVE,NA,homocystine
LP15096-8,Homovanillate,'homovanillate',homovanillate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_133744,COMPONENT,ACTIVE,NA,homovanillate
LP13931-8,Barley (Hordeum vulgare),'Hordeum vulgare',Hordeum vulgare,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4513,COMPONENT,ACTIVE,NA,Hordeum vulgare
LP17679-9,Howell-Jolly bodies,'Howell-Jolly bodies',Howell-Jolly bodies,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0032550,COMPONENT,ACTIVE,NA,Howell-Jolly bodies
LP36037-7,HTT gene,'HTT',HTT,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003064,COMPONENT,ACTIVE,NA,HTT
LP14821-0,Herpes simplex virus 1,'Human alphaherpesvirus 1',Human alphaherpesvirus 1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10298,COMPONENT,ACTIVE,NA,Human alphaherpesvirus 1
LP14401-1,Herpes simplex virus 2,'Human alphaherpesvirus 2',Human alphaherpesvirus 2,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10310,COMPONENT,ACTIVE,NA,Human alphaherpesvirus 2
LP14853-3,Varicella zoster virus,'Human alphaherpesvirus 3',Human alphaherpesvirus 3,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10335,COMPONENT,ACTIVE,NA,Human alphaherpesvirus 3
LP16712-9,Herpes virus 6,'Human betaherpesvirus 6',Human betaherpesvirus 6,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10368,COMPONENT,ACTIVE,NA,Human betaherpesvirus 6
LP62090-3,Human bocavirus,'Human bocavirus',Human bocavirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_329641,COMPONENT,ACTIVE,NA,Human bocavirus
LP14383-1,Epstein Barr virus,'Human gammaherpesvirus 4',Human gammaherpesvirus 4,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10376,COMPONENT,ACTIVE,NA,Human gammaherpesvirus 4
LP29656-3,Herpes virus 8,'Human gammaherpesvirus 8',Human gammaherpesvirus 8,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_37296,COMPONENT,ACTIVE,NA,Human gammaherpesvirus 8
LP14307-0,HIV 1,'Human immunodeficiency virus 1',Human immunodeficiency virus 1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11676,COMPONENT,ACTIVE,NA,Human immunodeficiency virus 1
LP16716-0,HIV 2,'Human immunodeficiency virus 2',Human immunodeficiency virus 2,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11709,COMPONENT,ACTIVE,NA,Human immunodeficiency virus 2
LP17126-1,HIV,'Human immunodeficiency virus',Human immunodeficiency virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12721,COMPONENT,ACTIVE,NA,Human immunodeficiency virus
LP34982-6,Human metapneumovirus,'Human metapneumovirus',Human metapneumovirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_162145,COMPONENT,ACTIVE,NA,Human metapneumovirus
LP18037-9,Human papilloma virus 16,'Human papillomavirus type 16',Human papillomavirus type 16,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_333760,COMPONENT,ACTIVE,NA,Human papillomavirus type 16
LP19179-8,Human papilloma virus 18,'Human papillomavirus type 18',Human papillomavirus type 18,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_333761,COMPONENT,ACTIVE,NA,Human papillomavirus type 18
LP16661-8,Parvovirus B19,'Human parvovirus B19',Human parvovirus B19,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10798,COMPONENT,ACTIVE,NA,Human parvovirus B19
LP14058-9,Polio virus 1,'Human poliovirus 1',Human poliovirus 1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12080,COMPONENT,ACTIVE,NA,Human poliovirus 1
LP14059-7,Polio virus 2,'Human poliovirus 2',Human poliovirus 2,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12083,COMPONENT,ACTIVE,NA,Human poliovirus 2
LP14060-5,Polio virus 3,'Human poliovirus 3',Human poliovirus 3,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_12086,COMPONENT,ACTIVE,NA,Human poliovirus 3
LP21137-2,BK virus,'Human polyomavirus 1',Human polyomavirus 1,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_1891762,COMPONENT,ACTIVE,NA,Human polyomavirus 1
LP17714-4,Rhinovirus,'Human rhinovirus sp.',Human rhinovirus sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_169066,COMPONENT,ACTIVE,NA,Human rhinovirus sp.
LP193446-4,HTLV I,'Human T-cell leukemia virus type I',Human T-cell leukemia virus type I,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11908,COMPONENT,ACTIVE,NA,Human T-cell leukemia virus type I
LP16857-2,Hyaline casts,'Hyaline casts',Hyaline casts,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0031200,COMPONENT,ACTIVE,NA,Hyaline casts
LP18177-3,Hyaluronate,'hyaluronate',hyaluronate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_132153,COMPONENT,ACTIVE,NA,hyaluronate
LP16160-1,hydroCHLOROthiazide,'hydrochlorothiazide',hydrochlorothiazide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5778,COMPONENT,ACTIVE,NA,hydrochlorothiazide
LP16161-9,HYDROcodone,'hydrocodone',hydrocodone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5779,COMPONENT,ACTIVE,NA,hydrocodone
LP17952-0,Hydroflumethiazide,'hydroflumethiazide',hydroflumethiazide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5784,COMPONENT,ACTIVE,NA,hydroflumethiazide
LP16162-7,HYDROmorphone,'hydromorphone',hydromorphone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5790,COMPONENT,ACTIVE,NA,hydromorphone
LP16163-5,Hydroxychloroquine,'hydroxychloroquine',hydroxychloroquine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5801,COMPONENT,ACTIVE,NA,hydroxychloroquine
LP18152-6,Hydroxyethylflurazepam,'hydroxyethylflurazepam',hydroxyethylflurazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_143437,COMPONENT,ACTIVE,NA,hydroxyethylflurazepam
LP19290-3,Hydroxyitraconazole,'hydroxyitraconazole',hydroxyitraconazole,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_143460,COMPONENT,ACTIVE,NA,hydroxyitraconazole
LP15648-6,Hydroxylysine,'hydroxylysine',hydroxylysine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_86498,COMPONENT,ACTIVE,NA,hydroxylysine
LP15650-2,Hydroxyproline,'hydroxyproline',hydroxyproline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24741,COMPONENT,ACTIVE,NA,hydroxyproline
LP17388-7,Hypochromia,'Hypochromia',Hypochromia,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0032231,COMPONENT,ACTIVE,NA,Hypochromia
LP16165-0,Ibuprofen,'ibuprofen',ibuprofen,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_5855,COMPONENT,ACTIVE,NA,ibuprofen
LP33073-5,Arachidate (C20:0),'icosanoate',icosanoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_32360,COMPONENT,ACTIVE,NA,icosanoate
LP33077-6,Eicosapentaenoate (C20:5w3),'icosapentaenoate',icosapentaenoate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_61330,COMPONENT,ACTIVE,NA,icosapentaenoate
LP32398-7,IgA,'IgA immunoglobulin complex',IgA,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0071745,SUFFIX,ACTIVE,NA,IgA immunoglobulin complex
LP32399-5,IgE,'IgE immunoglobulin complex',IgE,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0071742,SUFFIX,ACTIVE,NA,IgE immunoglobulin complex
LP32401-9,IgG,'IgG immunoglobulin complex',IgG,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0071735,SUFFIX,ACTIVE,NA,IgG immunoglobulin complex
LP32403-5,IgM,'IgM immunoglobulin complex',IgM,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0071753,SUFFIX,ACTIVE,NA,IgM immunoglobulin complex
LP15795-5,Imipenem,'imipenem',imipenem,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_471744,COMPONENT,ACTIVE,NA,imipenem
LP16166-8,Imipramine,'imipramine',imipramine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47499,COMPONENT,ACTIVE,NA,imipramine
LP20667-9,Ab,'immunoglobulin complex',Antibody,TRUE,TRUE,http://purl.obolibrary.org/obo/GO_0019814,SUFFIX,ACTIVE,NA,immunoglobulin complex
LP14239-5,Influenza virus A,'Influenza A virus',Influenza A virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11320,COMPONENT,ACTIVE,NA,Influenza A virus
LP14240-3,Influenza virus B,'Influenza B virus',Influenza B virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11520,COMPONENT,ACTIVE,NA,Influenza B virus
LP15669-2,Insulin-like growth factor-I,'Insulin-like growth factor I',Insulin-like growth factor I,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80343,COMPONENT,ACTIVE,NA,Insulin-like growth factor I
LP15670-0,Insulin-like growth factor-II,'Insulin-like growth factor II',Insulin-like growth factor II,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_80344,COMPONENT,ACTIVE,NA,Insulin-like growth factor II
LP18164-1,Insulin-like growth factor binding protein 1,'insulin-like growth factor-binding protein 1',insulin-like growth factor-binding protein 1,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000008947,COMPONENT,ACTIVE,NA,insulin-like growth factor-binding protein 1
LP15668-4,Insulin-like growth factor binding protein 3,'insulin-like growth factor-binding protein 3',insulin-like growth factor-binding protein 3,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000008949,COMPONENT,ACTIVE,NA,insulin-like growth factor-binding protein 3
LP14676-8,Insulin,'insulin',insulin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000009054,COMPONENT,ACTIVE,NA,insulin
LP18172-4,Interferon beta,'interferon beta',interferon beta,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000024939,COMPONENT,ACTIVE,NA,interferon beta
LP18171-6,Interferon gamma,'interferon gamma',interferon gamma,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000000017,COMPONENT,ACTIVE,NA,interferon gamma
LP21163-8,Interleukin 10,'interleukin-10',interleukin-10,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001471,COMPONENT,ACTIVE,NA,interleukin-10
LP31544-7,Interleukin 13,'interleukin-13',interleukin-13,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001370,COMPONENT,ACTIVE,NA,interleukin-13
LP16472-0,Interleukin 4,'interleukin-4',interleukin-4,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001391,COMPONENT,ACTIVE,NA,interleukin-4
LP16473-8,Interleukin 5,'interleukin-5',interleukin-5,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001392,COMPONENT,ACTIVE,NA,interleukin-5
LP16474-6,Interleukin 6,'interleukin-6',interleukin-6,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001393,COMPONENT,ACTIVE,NA,interleukin-6
LP16475-3,Interleukin 7,'interleukin-7',interleukin-7,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000001317,COMPONENT,ACTIVE,NA,interleukin-7
LP15490-3,Cholesterol in IDL,'intermediate-density lipoprotein',intermediate-density lipoprotein,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_132933,COMPONENT,ACTIVE,NA,intermediate-density lipoprotein
LP36777-8,Iodide,'iodide',iodide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_16382,COMPONENT,ACTIVE,NA,iodide
LP15157-8,Iodine,'iodine atom',iodine atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24859,COMPONENT,ACTIVE,NA,iodine atom
LP15677-5,Iron,'iron atom',iron atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18248,COMPONENT,ACTIVE,NA,iron atom
LP15682-5,Isoleucine,'isoleucine',isoleucine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24898,COMPONENT,ACTIVE,NA,isoleucine
LP15831-8,Isoniazid,'isoniazide',isoniazide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6030,COMPONENT,ACTIVE,NA,isoniazide
LP14995-2,Itraconazole,'itraconazole',itraconazole,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6076,COMPONENT,ACTIVE,NA,itraconazole
LP14431-8,Marsh Elder (Iva ciliata),'Iva ciliata',Iva ciliata,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_2364182,COMPONENT,ACTIVE,NA,Iva ciliata
LP36473-4,JAK2 gene,'JAK2',JAK2,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003717,COMPONENT,ACTIVE,NA,JAK2
LP29657-1,JC virus,'JC polyomavirus',JC polyomavirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_10632,COMPONENT,ACTIVE,NA,JC polyomavirus
LP17091-7,Walnut (Juglans spp),'Juglans',Juglans,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_16718,COMPONENT,ACTIVE,NA,Juglans
LP15683-3,Ketones,'ketone body',ketone body,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_73693,COMPONENT,ACTIVE,NA,ketone body
LP94238-0,KIT gene,'KIT',KIT,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003815,COMPONENT,ACTIVE,NA,KIT
LP19732-4,KRAS gene,'KRAS',KRAS,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000003845,COMPONENT,ACTIVE,NA,KRAS
LP15640-3,Homocitrulline,'L-homocitrulline',L-homocitrulline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_17443,COMPONENT,ACTIVE,NA,L-homocitrulline
LP14236-1,La Crosse virus,'La Crosse virus',La Crosse virus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11577,COMPONENT,ACTIVE,NA,La Crosse virus
LP16771-5,Thermoactinomyces sacchari,'Laceyella sacchari',Laceyella sacchari,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_37482,COMPONENT,ACTIVE,NA,Laceyella sacchari
LP100041-5,Lacosamide,'lacosamide',lacosamide,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_135939,COMPONENT,ACTIVE,NA,lacosamide
LP15686-6,Lactate,'lactate',lactate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_24996,COMPONENT,ACTIVE,NA,lactate
LP15694-0,Lactoferrin,'lactotransferrin',lactotransferrin,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000009978,COMPONENT,ACTIVE,NA,lactotransferrin
LP17012-3,Lettuce (Lactuca sativa),'Lactuca sativa',Lactuca sativa,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4236,COMPONENT,ACTIVE,NA,Lactuca sativa
LP17251-7,lamoTRIgine,'lamotrigine',lamotrigine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6367,COMPONENT,ACTIVE,NA,lamotrigine
LP14259-3,Lead,'lead atom',lead atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25016,COMPONENT,ACTIVE,NA,lead atom
LP15697-3,Lecithin,'lecithin',lecithin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_61995,COMPONENT,ACTIVE,NA,lecithin
LP16720-2,Legionella pneumophila,'Legionella pneumophila',Legionella pneumophila,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_446,COMPONENT,ACTIVE,NA,Legionella pneumophila
LP19488-3,Leptin,'Leptin',Leptin,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_81571,COMPONENT,ACTIVE,NA,Leptin
LP14260-1,Leptospira sp,'Leptospira sp.',Leptospira sp.,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_178,COMPONENT,ACTIVE,NA,Leptospira sp.
LP230269-5,Leucine-rich glioma-inactivated protein 1,'leucine-rich glioma-inactivated protein 1',leucine-rich glioma-inactivated protein 1,TRUE,TRUE,http://purl.obolibrary.org/obo/PR_000009779,COMPONENT,ACTIVE,NA,leucine-rich glioma-inactivated protein 1
LP15699-9,Leucine,'leucine',leucine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25017,COMPONENT,ACTIVE,NA,leucine
LP7720-8,White blood cells,'leukocyte specimen',leukocyte specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000757,SYSTEM,ACTIVE,NA,leukocyte specimen
LP14419-3,Leukocytes,'leukocyte',leukocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000738,COMPONENT,ACTIVE,NA,leukocyte
LP28566-5,levETIRAcetam,'levetiracetam',levetiracetam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6437,COMPONENT,ACTIVE,NA,levetiracetam
LP28716-6,10-Hydroxycarbazepine,'licarbazepine',licarbazepine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_701,COMPONENT,ACTIVE,NA,licarbazepine
LP16174-2,Lidocaine,'lidocaine',lidocaine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6456,COMPONENT,ACTIVE,NA,lidocaine
LP21256-0,Linezolid,'linezolid',linezolid,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_63607,COMPONENT,ACTIVE,NA,linezolid
LP15702-1,Linoleate (C18:2w6),'linoleate',linoleate,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30245,COMPONENT,ACTIVE,NA,linoleate
LP17082-6,Sweet gum (Liquidambar styraciflua),'Liquidambar styraciflua',Liquidambar styraciflua,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4400,COMPONENT,ACTIVE,NA,Liquidambar styraciflua
LP16175-9,Lithium,'lithium atom',lithium atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_30145,COMPONENT,ACTIVE,NA,lithium atom
LP7400-7,Liver,'liver specimen',liver specimen,TRUE,TRUE,http://purl.obolibrary.org/obo/OBI_0002546,SYSTEM,ACTIVE,NA,NA
LP14054-8,Perennial rye grass (Lolium perenne),'Lolium perenne',Lolium perenne,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_4522,COMPONENT,ACTIVE,NA,Lolium perenne
LP16176-7,LORazepam,'Lorazepam',Lorazepam,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6539,COMPONENT,ACTIVE,NA,Lorazepam
LP15491-1,Cholesterol in LDL,'low-density lipoprotein cholesterol',low-density lipoprotein cholesterol,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_47774,COMPONENT,ACTIVE,NA,low-density lipoprotein cholesterol
LP16178-3,Loxapine,'loxapine',loxapine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_50841,COMPONENT,ACTIVE,NA,loxapine
LP16006-6,Lupus anticoagulant,'Lupus anticoagulant',Lupus anticoagulant,TRUE,TRUE,http://purl.obolibrary.org/obo/HP_0025343,COMPONENT,ACTIVE,NA,Lupus anticoagulant
LP14683-4,Lutropin,'Luteinizing hormone',Luteinizing hormone,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_81568,COMPONENT,ACTIVE,NA,Luteinizing hormone
LP14540-6,Lymphocytes,'lymphocyte',lymphocyte,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000542,COMPONENT,ACTIVE,NA,lymphocyte
LP16721-0,Lymphocytic choriomeningitis virus,'Lymphocytic choriomeningitis mammarenavirus',Lymphocytic choriomeningitis mammarenavirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11623,COMPONENT,ACTIVE,NA,Lymphocytic choriomeningitis mammarenavirus
LP15716-1,Lysine,'lysine',lysine,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25094,COMPONENT,ACTIVE,NA,lysine
LP14314-6,Macrophages,'macrophage',macrophage,TRUE,TRUE,http://purl.obolibrary.org/obo/CL_0000235,COMPONENT,ACTIVE,NA,macrophage
LP14343-5,Magnesium,'magnesium atom',magnesium atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_25107,COMPONENT,ACTIVE,NA,magnesium atom
LP16827-5,Manganese,'manganese atom',manganese atom,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_18291,COMPONENT,ACTIVE,NA,manganese atom
LP14207-2,Mango (Mangifera indica),'Mangifera indica',Mangifera indica,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_29780,COMPONENT,ACTIVE,NA,Mangifera indica
LP16180-9,Maprotiline,'Maprotiline',Maprotiline,TRUE,TRUE,http://purl.obolibrary.org/obo/CHEBI_6690,COMPONENT,ACTIVE,NA,Maprotiline
LP6828-0,Mass Content,'mass measurement datum',mass,TRUE,TRUE,http://purl.obolibrary.org/obo/IAO_0000414,PROPERTY,ACTIVE,NA,mass measurement datum
LP16722-8,Measles virus,'Measles morbillivirus',Measles morbillivirus,TRUE,TRUE,http://purl.obolibrary.org/obo/NCBITaxon_11234,COMPONENT,ACTIVE,NA,Measles morbillivirus
LP7413-0,Meconium,'meconium specimen',meconium specimen,FALSE,TRUE,http://transformunify.org/ontologies/TURBO_0000764,SYSTEM,ACTIVE,NA,meconium specimen
LP33050-3,MEFV gene,'MEFV',MEFV,TRUE,TRUE,http://purl.obolibrary.org/obo/OGG_3000004210,COMPONENT,ACTIVE,NA,MEFV
